name,pophoh,poptotl,popownr,poprntr,mhhinc,mhhinco,mhhincr,pophohm,popttlm,popwnrm,pprntrm,mhhincmo,mhhincom,mhhncrm,geoid,poptot,pophis,popnhis,popnh1r,popwhit,popblck,popamnd,popasin,poppacl,popth1r,ppnhs2r,bct2020,geometry,in_census,nun_res,nun_rs,nun_nycha,fzr20_100y,fzr50_100y,fzr50_500y,ncondo,ncoop,nsfh,nmfh,nuncondo,nuncoop,nunsfh,nunmfh,nres_bf1960,nres_60t79,nres_80t99,nres_2000af,nun_bf1960,nun_60t79,nun_80t99,nun_2000af,nunbf60sfh,nun60t79sfh,nun80t99sfh,nun00afsfh,nunbf60mfh,nun60t79mfh,nun80t99mfh,nun00afmfh,fp_cat,in_mp
"Census Tract 317.01, Kings County, New York",1467,3671,1133,2538,78807,127292,70156,244,646,474,597,15970,29280,17304,36047031701,3999,349,3650,3386,1289,1804,14,238,0,41,264,3031701,"list(list(c(-73.952937, -73.952849, -73.952768, -73.950001, -73.94723, -73.947313, -73.947396, -73.94748, -73.950251, -73.953019, -73.952937, 40.673571, 40.674462, 40.675355, 40.675204, 40.675053, 40.674162, 40.673272, 40.67238, 40.67253, 40.672681, 40.673571)))",1,1692,497,0,0,0,0,7,2,29,242,77,40,29,1510,257,0,0,23,1510,0,0,146,29,0,0,0,1438,0,0,72,NA,1
"Census Tract 282, Kings County, New York",1358,3605,1626,1979,63238,64167,62500,203,468,398,476,14565,33803,16521,36047028200,3282,349,2933,2782,1452,36,1,1274,0,19,151,3028200,"list(list(c(-74.007195, -74.00514, -74.00263, -74.001846, -74.001098, -74.000324, -74.001545, -74.00283, -74.00445, -74.005554398829, -74.0057222910018, -74.0057794598694, -74.0079067611236, -74.007195, 40.599453, 40.601432, 40.603847, 40.603431, 40.603034, 40.60262, 40.601442, 40.600204, 40.598647, 40.5972512613609, 40.5973618352118, 40.5973994866504, 40.5988005280912, 40.599453)))",1,1302,371,0,1,1,1,5,2,26,301,52,32,26,1173,313,6,0,15,820,395,0,68,26,0,0,0,746,395,0,32,2020_100y,1
"Census Tract 360.01, Kings County, New York",1669,3156,780,2376,26540,116591,18052,151,336,231,406,6578,75503,6143,36047036001,3387,116,3271,3128,2882,25,0,201,0,20,143,3036001,"list(list(c(-73.968535, -73.967355, -73.967172, -73.96638, -73.965095, -73.963279, -73.963008, -73.962881, -73.964711, -73.966754, -73.967682, -73.968868, -73.968535, 40.576291, 40.576348, 40.576386, 40.576551, 40.576827, 40.577212, 40.575716, 40.574983, 40.574782, 40.574833, 40.574967, 40.575236, 40.576291)))",1,1856,778,0,1,1,1,1,8,0,33,116,923,0,810,39,2,1,0,1233,500,116,0,0,0,0,0,810,0,0,0,2020_100y,1
"Census Tract 370, Kings County, New York",1446,3995,2459,1536,62305,86550,52067,157,550,369,512,29930,19586,10668,36047037000,4750,507,4243,4164,2881,154,6,1080,2,41,79,3037000,"list(list(c(-73.96633, -73.96615, -73.965641, -73.965302, -73.965129, -73.962441, -73.961208, -73.96068, -73.960517, -73.96035, -73.960261, -73.962552, -73.963442, -73.966614, -73.96633, 40.585896, 40.586669, 40.588888, 40.590358, 40.591108, 40.591403, 40.591539, 40.591598, 40.589453, 40.587307, 40.585039, 40.584783, 40.584676, 40.584575, 40.585896)))",1,1647,199,0,1,1,1,1,7,96,445,6,432,96,1106,515,30,1,3,1556,65,3,16,95,0,0,1,1029,65,3,9,2020_100y,1
"Census Tract 387, Kings County, New York",1453,3818,1877,1941,64395,90234,54565,191,748,669,380,9240,44886,14153,36047038700,4908,922,3986,3728,1012,2313,7,345,3,48,258,3038700,"list(list(c(-73.930907, -73.927985, -73.927507, -73.927071, -73.92645, -73.926316, -73.925365, -73.924392, -73.924127, -73.923979, -73.927254, -73.93018, -73.930325, -73.93047, -73.930616, -73.93076, -73.930907, 40.692228, 40.692563, 40.692604, 40.692346, 40.692002, 40.691929, 40.691367, 40.690831, 40.690005, 40.689275, 40.688901, 40.688565, 40.689298, 40.690031, 40.690762, 40.691495, 40.692228)))",1,1997,656,0,0,0,0,4,4,25,392,30,50,25,1889,359,1,12,52,1247,116,24,599,25,0,0,0,1172,116,24,569,NA,1
"Census Tract 339, Kings County, New York",1995,4389,1300,3089,58096,173250,23299,243,581,365,609,26808,76446,8469,36047033900,4676,454,4222,3957,1102,2586,4,181,1,83,265,3033900,"list(list(c(-73.947564, -73.94748, -73.94471, -73.941945, -73.939177, -73.936406, -73.93649, -73.936569, -73.939337, -73.942106, -73.944872, -73.947642, -73.947564, 40.671488, 40.67238, 40.672228, 40.672078, 40.671926, 40.671774, 40.670886, 40.670041, 40.670192, 40.670342, 40.670504, 40.670664, 40.671488)))",1,1943,490,0,0,0,0,1,2,24,416,13,85,24,1821,429,0,1,13,1603,0,152,188,24,0,0,0,1481,0,152,188,NA,1
"Census Tract 408, Kings County, New York",1193,3485,1951,1534,96705,129643,78340,291,613,555,575,42291,73816,23686,36047040800,3933,770,3163,3108,924,28,0,2120,0,36,55,3040800,"list(list(c(-73.981679, -73.980752, -73.979827, -73.978828, -73.977828, -73.976935, -73.977933, -73.978929, -73.979352, -73.979858, -73.980311, -73.981237, -73.981679, 40.60316, 40.603264, 40.60337, 40.603475, 40.603586, 40.59887, 40.598762, 40.598653, 40.598605, 40.598548, 40.600942, 40.600837, 40.60316)))",1,1081,0,0,0,0,0,0,0,48,414,0,0,48,1021,451,11,0,0,1043,26,0,0,48,0,0,0,995,26,0,0,NA,1
"Census Tract 417, Kings County, New York",1296,3221,607,2614,28103,96848,23795,178,698,259,692,13645,52674,3486,36047041700,3348,2114,1234,1174,352,650,3,152,0,17,60,3041700,"list(list(c(-73.921154, -73.919271, -73.917818, -73.917071, -73.916313, -73.915562, -73.914808, -73.916257, -73.917791, -73.91862, -73.919459, -73.920301, -73.921154, 40.692796, 40.694731, 40.696208, 40.695782, 40.695351, 40.694922, 40.694497, 40.693022, 40.69146, 40.691808, 40.692149, 40.692485, 40.692796)))",1,1480,277,418,0,0,0,1,3,1,195,2,55,1,1420,115,0,31,54,616,0,470,392,1,0,0,0,560,0,470,390,NA,1
"Census Tract 450, Kings County, New York",196,648,380,268,81111,130833,80972,66,229,163,197,16108,130355,29298,36047045000,645,51,594,590,561,8,0,13,0,8,4,3045000,"list(list(c(-73.975802, -73.973696, -73.970474, -73.969784, -73.971981, -73.973488, -73.974813, -73.974866, -73.975296, -73.975802, 40.623594, 40.623827, 40.624182, 40.620559, 40.619728, 40.619185, 40.618367, 40.618644, 40.620913, 40.623594)))",1,183,0,0,0,0,0,0,0,77,51,0,0,77,106,127,0,1,0,180,0,3,0,77,0,0,0,103,0,3,0,NA,1
"Census Tract 476, Kings County, New York",864,2999,1438,1561,38255,85905,33798,125,859,476,839,21723,48732,13686,36047047600,4054,173,3881,3786,3533,20,0,113,0,120,95,3047600,"list(list(c(-73.984344, -73.983763, -73.982598, -73.980142, -73.980723, -73.978155, -73.977486, -73.977165, -73.977071, -73.97685, -73.976578, -73.977524, -73.978067, -73.980428, -73.982406, -73.984928, -73.984344, 40.632157, 40.632717, 40.633837, 40.632354, 40.631793, 40.630282, 40.630595, 40.630747, 40.630253, 40.629089, 40.627574, 40.627978, 40.627455, 40.628879, 40.630068, 40.631597, 40.632157)))",1,1182,92,0,0,0,0,21,2,91,319,64,90,91,905,322,37,33,41,816,102,136,96,83,0,0,8,637,102,121,45,NA,1
"Census Tract 427, Kings County, New York",1822,4730,439,4291,60549,90850,59498,234,648,253,632,17352,66548,12107,36047042700,4920,2658,2262,2112,1523,240,8,268,0,73,150,3042700,"list(list(c(-73.931155, -73.928738, -73.926578, -73.926089, -73.925335, -73.924586, -73.923834, -73.925389, -73.926838, -73.927588, -73.928339, -73.929091, -73.929843, -73.930594, -73.931155, 40.703773, 40.704717, 40.705557, 40.70568, 40.705253, 40.704825, 40.704398, 40.70281, 40.701334, 40.701762, 40.702192, 40.70262, 40.703047, 40.703473, 40.703773)))",1,1904,245,0,0,0,0,4,0,2,339,65,0,2,1800,255,4,49,36,1469,32,98,260,2,0,0,0,1461,32,98,209,NA,1
"Census Tract 438, Kings County, New York",944,2532,474,2058,58583,78250,54125,120,302,169,328,10931,24877,15808,36047043800,2905,255,2650,2475,1910,75,1,467,1,21,175,3043800,"list(list(c(-73.974515, -73.973484, -73.972398, -73.971379, -73.970452, -73.969525, -73.968153, -73.967668, -73.96997, -73.971913, -73.972994, -73.974031, -73.974184, -73.974391, -73.974445, -73.974515, 40.611257, 40.611371, 40.611491, 40.611602, 40.611704, 40.611808, 40.61196, 40.609404, 40.60915, 40.608936, 40.608814, 40.608702, 40.609463, 40.61058, 40.610874, 40.611257)))",1,1031,409,0,0,0,0,1,1,86,124,64,40,86,804,202,1,1,8,920,12,1,61,82,0,1,3,734,12,0,58,NA,1
"Census Tract 517, Kings County, New York",1445,2691,500,2191,162060,186607,161019,140,395,181,366,22521,83935,27551,36047051700,2636,309,2327,2197,1841,60,7,259,0,30,130,3051700,"list(list(c(-73.957225, -73.956038, -73.954776, -73.954183, -73.953321, -73.951646, -73.950646, -73.95271, -73.953469, -73.954655, -73.955251, -73.955844, -73.957131, -73.958416, -73.957225, 40.720293, 40.721397, 40.72246, 40.722636, 40.722933, 40.723486, 40.721705, 40.720451, 40.719798, 40.718694, 40.71814, 40.717589, 40.718388, 40.719189, 40.720293)))",1,1551,285,0,1,1,1,8,3,2,126,254,23,2,1202,122,0,1,16,742,0,6,733,2,0,0,0,652,0,6,544,2020_100y,1
"Census Tract 556, Kings County, New York",1278,3621,1800,1821,53359,71196,47417,171,628,595,468,12286,33194,9484,36047055600,3880,305,3575,3420,2853,27,0,506,0,34,155,3055600,"list(list(c(-73.961732, -73.961197, -73.960732, -73.959576, -73.957724, -73.957283, -73.95683, -73.957757, -73.958683, -73.959612, -73.960363, -73.961363, -73.961552, -73.961732, 40.605358, 40.605417, 40.60547, 40.605596, 40.6058, 40.60347, 40.601087, 40.600986, 40.600885, 40.600781, 40.600698, 40.600589, 40.603007, 40.605358)))",1,1407,327,0,0,0,1,4,5,140,221,28,355,140,860,329,24,7,9,1104,227,19,23,133,1,0,6,703,139,16,2,2050_500y,1
"Census Tract 571, Kings County, New York",1875,3953,1117,2836,92287,NA,93269,208,562,463,560,18449,NA,16007,36047057100,4267,367,3900,3745,3468,42,0,219,1,15,155,3057100,"list(list(c(-73.950029, -73.949194, -73.948373, -73.947544, -73.946715, -73.945879, -73.94543, -73.945015, -73.946275, -73.948164, -73.949078, -73.949924, -73.950875, -73.950029, 40.725999, 40.726276, 40.726548, 40.726822, 40.727094, 40.727354, 40.725518, 40.723004, 40.722863, 40.722655, 40.72254, 40.724056, 40.725721, 40.725999)))",1,2187,244,0,1,1,1,7,2,24,530,54,14,24,2082,515,24,4,20,1971,61,20,122,24,0,0,0,1926,61,20,75,2020_100y,1
"Census Tract 580, Kings County, New York",1302,4099,1573,2526,55227,105833,35125,178,711,581,526,35665,54572,19131,36047058000,3502,400,3102,2979,1449,95,1,1410,0,24,123,3058000,"list(list(c(-73.957757, -73.95683, -73.955905, -73.954942, -73.953978, -73.953552, -73.95315, -73.955076, -73.956001, -73.956928, -73.957332, -73.957757, 40.600986, 40.601087, 40.601191, 40.601297, 40.601401, 40.599146, 40.597028, 40.596816, 40.596714, 40.596612, 40.598731, 40.600986)))",1,1262,478,0,0,0,1,1,1,77,238,12,60,77,1077,281,24,4,8,839,342,20,25,73,2,0,2,706,340,8,23,2050_500y,1
"Census Tract 591, Kings County, New York",1772,3595,666,2929,112794,201146,99511,195,449,230,414,17266,17268,27266,36047059100,3856,494,3362,3211,2969,51,4,165,0,22,151,3059100,"list(list(c(-73.94543, -73.944498, -73.943569, -73.942636, -73.941687, -73.940738, -73.940323, -73.940221, -73.941094, -73.941956, -73.944405, -73.944797, -73.945015, -73.94543, 40.725518, 40.725616, 40.725708, 40.725793, 40.725882, 40.725973, 40.723454, 40.722892, 40.722309, 40.721652, 40.72024, 40.721681, 40.723004, 40.725518)))",1,1952,204,0,1,1,1,5,3,24,431,56,26,24,1836,442,0,3,18,1777,0,9,156,24,0,0,0,1719,0,9,108,2020_100y,1
"Census Tract 596, Kings County, New York",1176,2264,1491,773,50800,65256,40000,164,385,327,258,11752,23098,11287,36047059600,2569,128,2441,2380,2013,61,1,290,1,14,61,3059600,"list(list(c(-73.944012, -73.943085, -73.942154, -73.941233, -73.939238, -73.939641, -73.93778, -73.937375, -73.936985, -73.938837, -73.939796, -73.941754, -73.94268, -73.943609, -73.944012, 40.591265, 40.591368, 40.591469, 40.591572, 40.591789, 40.593922, 40.594126, 40.591995, 40.589871, 40.589671, 40.589565, 40.589349, 40.589247, 40.589147, 40.591265)))",1,1164,0,0,1,1,1,2,2,53,132,15,780,53,309,171,17,0,1,1102,49,0,6,53,0,0,0,260,49,0,0,2020_100y,1
"Census Tract 538, Kings County, New York",2129,5474,1141,4333,65596,132734,57768,293,934,759,748,9640,29513,16249,36047053800,5535,474,5061,4842,3671,256,0,832,0,83,219,3053800,"list(list(c(-73.959107, -73.958147, -73.958597, -73.957632, -73.956689, -73.955491, -73.955037, -73.954587, -73.955786, -73.956729, -73.958655, -73.958977, -73.959107, 40.618113, 40.618217, 40.620608, 40.620714, 40.620818, 40.62095, 40.618558, 40.616169, 40.616036, 40.615932, 40.615721, 40.617409, 40.618113)))",1,2406,1375,0,0,0,0,3,4,97,104,65,249,97,1892,187,9,4,8,1758,299,11,235,95,2,0,0,1414,297,11,170,NA,1
"Census Tract 646, Kings County, New York",671,1990,1663,327,85417,89938,62768,170,368,393,197,15414,19717,62092,36047064600,2226,165,2061,2014,1663,107,12,172,1,59,47,3064600,"list(list(c(-73.943145, -73.941282, -73.940453, -73.939716, -73.937875, -73.936057, -73.937542, -73.938254, -73.93897, -73.940788, -73.942993, -73.943145, 40.617426, 40.61763, 40.617929, 40.618406, 40.616757, 40.615123, 40.614165, 40.613702, 40.61324, 40.614872, 40.616969, 40.617426)))",1,673,0,0,0,0,0,0,0,391,127,0,0,391,271,517,0,0,1,660,0,0,2,391,0,0,0,269,0,0,2,NA,1
"Census Tract 650, Kings County, New York",505,1510,987,523,71927,75670,69432,101,290,219,218,9327,7483,16116,36047065000,1439,239,1200,1140,335,544,0,254,0,7,60,3065000,"list(list(c(-73.936336, -73.93538, -73.9331, -73.932195, -73.931951, -73.931731, -73.932487, -73.933205, -73.935018, -73.936867, -73.936336, 40.620611, 40.621216, 40.622694, 40.623269, 40.62106, 40.617927, 40.617432, 40.61697, 40.6186, 40.620253, 40.620611)))",1,485,42,0,0,0,1,0,1,193,73,0,85,193,191,261,2,0,4,457,4,0,8,193,0,0,0,179,4,0,8,2050_500y,1
"Census Tract 810, Kings County, New York",913,2100,404,1696,59261,59133,59403,170,403,178,384,6584,33758,13438,36047081000,2907,187,2720,2578,520,1896,0,91,3,68,142,3081000,"list(list(c(-73.947676, -73.945413, -73.945167, -73.942988, -73.942611, -73.939813, -73.939734, -73.94255, -73.942314, -73.945094, -73.947354, -73.947433, -73.947522, -73.947601, -73.94764, -73.947676, 40.660297, 40.660437, 40.660451, 40.660586, 40.66061, 40.660785, 40.660074, 40.659892, 40.657609, 40.657432, 40.65728, 40.658031, 40.658876, 40.659586, 40.659959, 40.660297)))",1,1090,331,0,0,0,0,2,1,26,182,43,160,26,859,167,5,0,39,718,129,0,241,26,0,0,0,532,129,0,198,NA,1
"Census Tract 834, Kings County, New York",576,1515,1008,507,61912,78977,53482,117,306,217,279,33039,28691,29689,36047083400,1733,118,1615,1482,29,1373,7,55,1,17,133,3083400,"list(list(c(-73.940159, -73.939226, -73.937284, -73.937041, -73.936792, -73.937762, -73.938731, -73.939664, -73.939914, -73.940159, 40.64378, 40.643838, 40.643958, 40.641658, 40.639319, 40.639259, 40.6392, 40.639142, 40.641481, 40.64378)))",1,541,0,0,0,0,0,0,0,257,132,0,0,257,272,379,7,3,0,505,16,8,0,257,0,0,0,248,16,8,0,NA,1
"Census Tract 692, Kings County, New York",838,2434,1884,550,122353,138355,86813,96,351,297,285,23897,37168,51492,36047069200,2512,230,2282,2172,220,1812,5,107,0,28,110,3069200,"list(list(c(-73.923497, -73.920625, -73.920869, -73.919938, -73.917995, -73.917694, -73.917515, -73.92039, -73.921359, -73.923262, -73.923497, 40.623802, 40.623979, 40.626251, 40.626307, 40.626458, 40.624103, 40.621941, 40.621777, 40.621718, 40.6216, 40.623802)))",1,762,0,0,0,1,1,0,0,277,220,0,0,277,484,343,151,3,0,440,312,9,0,250,27,0,0,190,285,9,0,2050_100y,1
"Census Tract 732, Kings County, New York",785,2162,1253,909,59193,93125,35735,115,379,283,346,10751,34454,15574,36047073200,2173,179,1994,1823,66,1604,0,114,0,39,171,3073200,"list(list(c(-73.9358, -73.934867, -73.933895, -73.932455, -73.931983, -73.931743, -73.931494, -73.933449, -73.933892, -73.934595, -73.935349, -73.935549, -73.9358, 40.630032, 40.630091, 40.630151, 40.63024, 40.630269, 40.62793, 40.625594, 40.625704, 40.625919, 40.625881, 40.625835, 40.627692, 40.630032)))",1,655,72,0,0,0,1,0,0,243,164,0,0,243,406,385,19,0,3,606,36,0,7,241,2,0,0,365,34,0,7,2050_500y,1
"Census Tract 752, Kings County, New York",284,1007,977,30,168167,169833,NA,57,253,253,26,16886,15481,NA,36047075200,1042,12,1030,989,961,12,1,12,0,3,41,3075200,"list(list(c(-73.954885, -73.951106, -73.950661, -73.950202, -73.952126, -73.953052, -73.953983, -73.954435, -73.954885, 40.628336, 40.62875, 40.626361, 40.623971, 40.623759, 40.623658, 40.623555, 40.625945, 40.628336)))",1,334,0,0,0,0,0,0,0,263,34,0,0,263,69,284,1,7,5,318,1,8,5,251,1,6,5,67,0,2,0,NA,1
"Census Tract 930, Kings County, New York",1037,3102,2020,1082,82539,86500,72829,117,388,423,276,13689,24272,16667,36047093000,2567,91,2476,2374,8,2311,4,6,9,36,102,3093000,"list(list(c(-73.917801, -73.91632, -73.918137, -73.91737, -73.916654, -73.915226, -73.913407, -73.911823, -73.913253, -73.914732, -73.916937, -73.918515, -73.917801, 40.648568, 40.649527, 40.651158, 40.651654, 40.652117, 40.653039, 40.651407, 40.649984, 40.649061, 40.648101, 40.646683, 40.648106, 40.648568)))",1,847,0,0,0,0,0,0,0,112,329,0,0,112,734,391,49,0,1,717,127,0,2,112,0,0,0,605,127,0,2,NA,1
"Census Tract 962, Kings County, New York",473,1799,999,800,83221,93239,73971,84,532,528,263,26868,54373,30218,36047096200,1701,150,1551,1455,78,1336,1,27,0,13,96,3096200,"list(list(c(-73.912756, -73.911755, -73.910716, -73.908899, -73.907084, -73.90928, -73.910764, -73.912915, -73.912756, 40.646328, 40.647224, 40.647888, 40.646256, 40.644623, 40.643204, 40.642246, 40.644177, 40.646328)))",1,494,0,0,0,0,0,0,0,60,192,0,0,60,433,165,80,3,4,302,177,6,8,54,5,1,0,248,172,5,8,NA,1
"Census Tract 992, Kings County, New York",718,2252,1555,697,79605,79770,72917,119,438,394,219,18504,21359,56434,36047099200,2056,150,1906,1774,108,1568,0,69,0,29,132,3099200,"list(list(c(-73.902747, -73.901933, -73.900111, -73.8983, -73.899726, -73.901264, -73.902908, -73.902177, -73.90413, -73.902747, 40.639472, 40.640001, 40.638365, 40.636736, 40.635812, 40.634818, 40.636294, 40.636823, 40.638578, 40.639472)))",1,580,0,0,1,1,1,2,0,99,197,61,0,99,413,203,82,5,8,317,169,70,17,93,6,0,0,224,163,9,17,2020_100y,1
"Census Tract 1120, Kings County, New York",1110,3224,1129,2095,50986,78583,34688,145,633,571,393,14789,47958,23961,36047112000,3480,1130,2350,2171,52,2001,2,94,1,21,179,3112000,"list(list(c(-73.883597, -73.882782, -73.881968, -73.880314, -73.878489, -73.878378, -73.876953, -73.878586, -73.880222, -73.881036, -73.881856, -73.883309, -73.883152, -73.883597, 40.667905, 40.668026, 40.668147, 40.668392, 40.668655, 40.668234, 40.666259, 40.665554, 40.664857, 40.664504, 40.66415, 40.666112, 40.666181, 40.667905)))",1,1057,103,0,0,0,1,0,0,72,316,0,0,72,966,258,17,79,34,836,34,99,69,12,0,60,0,824,34,39,69,2050_500y,1
"Census Tract 876, Kings County, New York",761,1744,711,1033,40335,62850,35532,122,408,160,375,7535,34722,13599,36047087600,2098,171,1927,1808,538,1175,2,45,0,48,119,3087600,"list(list(c(-73.937264, -73.934553, -73.934467, -73.934392, -73.934316, -73.934231, -73.933996, -73.935895, -73.936864, -73.936948, -73.937111, -73.937341, -73.937264, 40.663192, 40.663362, 40.662575, 40.661864, 40.661148, 40.660415, 40.658119, 40.658001, 40.657942, 40.658698, 40.660236, 40.662397, 40.663192)))",1,816,247,0,0,0,0,6,0,88,144,57,0,88,661,219,2,5,11,518,4,56,225,88,0,0,0,427,4,5,225,NA,1
"Census Tract 890, Kings County, New York",2208,5112,736,4376,52841,91563,50000,379,1157,370,1133,7002,73660,9461,36047089000,6683,653,6030,5646,150,5375,28,38,1,54,384,3089000,"list(list(c(-73.919744, -73.919584, -73.918602, -73.918299, -73.918185, -73.917419, -73.917074, -73.915567, -73.91378, -73.912339, -73.911996, -73.910123, -73.909726, -73.910679, -73.912329, -73.913744, -73.915307, -73.916332, -73.918147, -73.91727, -73.919089, -73.920082, -73.919744, 40.660771, 40.661994, 40.661118, 40.661162, 40.660726, 40.660051, 40.659745, 40.658393, 40.656783, 40.655531, 40.655561, 40.655852, 40.654313, 40.65418, 40.654135, 40.654169, 40.654222, 40.655132, 40.656766, 40.657333, 
40.658966, 40.659858, 40.660771)))",1,2220,499,83,0,0,0,0,0,0,351,0,0,0,2211,337,11,0,3,2020,182,0,9,0,0,0,0,2020,182,0,9,NA,1
"Census Tract 1134, Kings County, New York",943,2208,123,2085,35969,53333,35406,145,382,78,374,9005,26394,9706,36047113400,2658,912,1746,1672,59,1565,13,12,0,23,74,3113400,"list(list(c(-73.901982, -73.900183, -73.898341, -73.89802, -73.897633, -73.897233, -73.899076, -73.900851, -73.901668, -73.901982, 40.66967, 40.669939, 40.670212, 40.668958, 40.667419, 40.665878, 40.665608, 40.665346, 40.668413, 40.66967)))",1,1136,156,604,0,0,0,0,0,34,49,0,0,34,950,38,2,34,9,367,415,34,168,0,0,34,0,367,415,0,168,NA,1
"Census Tract 1166, Kings County, New York",1018,2984,851,2133,61563,88140,47574,145,631,305,620,16788,14285,23013,36047116600,3484,1529,1955,1742,60,1306,12,289,0,75,213,3116600,"list(list(c(-73.884854, -73.883226, -73.882331, -73.880505, -73.880199, -73.879882, -73.879568, -73.881392, -73.883074, -73.883889, -73.883968, -73.884129, -73.884214, -73.884537, -73.884854, 40.676129, 40.67637, 40.676501, 40.676766, 40.675525, 40.674255, 40.672987, 40.672723, 40.672475, 40.672355, 40.672665, 40.673292, 40.673621, 40.674889, 40.676129)))",1,1096,169,0,0,0,0,0,0,43,323,0,0,43,981,240,2,22,102,653,6,60,305,23,0,20,0,630,6,40,305,NA,1
"Census Tract 1192, Kings County, New York",1097,3043,985,2058,NA,79438,28667,193,693,636,378,NA,25991,16461,36047119200,3636,1648,1988,1815,73,1335,26,324,0,57,173,3119200,"list(list(c(-73.880609, -73.879279, -73.878379, -73.877429, -73.877339, -73.876565, -73.875588, -73.875275, -73.876193, -73.87896, -73.879882, -73.880199, -73.880505, -73.881056, -73.880609, 40.679111, 40.679487, 40.679742, 40.680017, 40.680055, 40.68018, 40.676189, 40.674918, 40.674787, 40.674384, 40.674255, 40.675525, 40.676766, 40.678984, 40.679111)))",1,1233,224,0,0,0,0,0,0,45,352,0,0,45,1177,292,0,9,95,855,0,18,342,45,0,0,0,810,0,18,342,NA,1
