name,med_hh_inc_tract_estimate,pop_total_tract_estimate,pop_owner_tract_estimate,pop_renter_tract_estimate,med_hh_inc_tract_moe,pop_total_tract_moe,pop_owner_tract_moe,pop_renter_tract_moe,med_hh_inc_tract_moe_rate,pop_total_tract_moe_rate,pop_owner_tract_moe_rate,pop_renter_tract_moe_rate,geoid,geometry,pop_total,pop_hislat,pop_nonhil,pop_nonhil1r,pop_white,pop_black,pop_amind,pop_asian,pop_pacil,pop_other1r,pop_nonhil2r,borough,census_tract_raw,census_tract_predot,census_tract_postdot,bct2020
"Census Tract 139, New York County, New York",100153,10582,3170,7412,21376,1241,1088,1263,0.21343344682635568,0.11727461727461727,0.34321766561514194,0.17039935240151105,36061013900,"list(list(c(-73.989505, -73.989051, -73.988559, -73.988063, -73.985218, -73.98238, -73.982877, -73.983367, -73.983822, -73.984283, -73.987122, -73.989964, -73.989505, 40.767816, 40.76844, 40.769115, 40.769791, 40.768595, 40.7674, 40.766715, 40.766045, 40.765418, 40.764792, 40.765989, 40.767188, 40.767816)))",9988,1218,8770,8420,6091,513,6,1726,2,82,350,1,139,139,00,1013900
"Census Tract 109, New York County, New York",171528,166,85,81,37781,51,46,23,0.22026141504594002,0.3072289156626506,0.5411764705882353,0.2839506172839506,36061010900,"list(list(c(-73.992979, -73.992528, -73.992079, -73.991633, -73.988787, -73.98731, -73.985947, -73.987294, -73.98778, -73.987937, -73.990623, -73.993464, -73.992979, 40.752854, 40.753474, 40.754091, 40.754707, 40.753517, 40.752893, 40.752317, 40.750451, 40.749772, 40.749855, 40.750992, 40.75219, 40.752854)))",407,56,351,336,134,77,0,124,0,1,15,1,109,109,00,1010900
"Census Tract 269, New York County, New York",53899,9380,240,9140,10468,1286,127,1268,0.1942151060316518,0.1371002132196162,0.5291666666666667,0.1387308533916849,36061026900,"list(list(c(-73.93331, -73.932861, -73.932433, -73.931995, -73.931495, -73.930996, -73.930916, -73.930539, -73.929147, -73.927695, -73.927927, -73.928151, -73.928659, -73.929201, -73.929633, -73.930013, -73.930466, -73.930621, -73.930884, -73.931393, -73.932849, -73.934239, -73.93331, 40.849895, 40.850506, 40.851095, 40.851696, 40.85238, 40.853062, 40.85317, 40.853685, 40.8531, 40.852488, 40.852171, 40.851863, 40.851184, 40.850523, 40.849913, 40.849314, 40.848697, 40.848481, 40.848119, 40.847428, 
40.848038, 40.848626, 40.849895)))",7848,6356,1492,1397,777,454,2,120,1,43,95,1,269,269,00,1026900
"Census Tract 180, New York County, New York",22326,6293,356,5937,10014,987,445,871,0.4485353399623757,0.1568409343715239,1.25,0.14670709112346303,36061018000,"list(list(c(-73.942804, -73.942347, -73.941876, -73.940929, -73.940519, -73.938285, -73.935912, -73.936361, -73.937257, -73.937737, -73.938193, -73.938649, -73.941035, -73.943272, -73.942804, 40.794133, 40.794761, 40.795406, 40.7967, 40.797261, 40.796301, 40.795312, 40.794698, 40.79347, 40.792816, 40.792188, 40.791558, 40.792546, 40.793488, 40.794133)))",7429,4354,3075,2874,779,1541,15,487,1,51,201,1,180,180,00,1018000
"Census Tract 187.01, Richmond County, New York",110938,1780,1387,393,14120,242,259,139,0.1272782995907624,0.13595505617977527,0.18673395818312905,0.35368956743002544,36085018701,"list(list(c(-74.132304, -74.130719, -74.128382, -74.127806, -74.122557, -74.121578, -74.121448, -74.121384, -74.125845, -74.127323, -74.12879, -74.132123, -74.132151, -74.132304, 40.612438, 40.612558, 40.612642, 40.612686, 40.613076, 40.610602, 40.610173, 40.609899, 40.608862, 40.608661, 40.608487, 40.608275, 40.608552, 40.612438)))",1836,364,1472,1416,1074,76,4,240,0,22,56,5,187.01,187,01,5018701
"Census Tract 146.05, Richmond County, New York",118889,3802,3109,693,12991,576,579,280,0.10926999133645669,0.15149921094160967,0.18623351559987134,0.40404040404040403,36085014605,"list(list(c(-74.155851, -74.154634, -74.152956, -74.150355, -74.148589, -74.147426, -74.14717, -74.145653, -74.144618, -74.144218, -74.146551, -74.145558, -74.145576, -74.145293, -74.148992, -74.150106, -74.150503, -74.150637, -74.15122, -74.152072, -74.153012, -74.153924, -74.154229, -74.154589, -74.155433, -74.155851, 40.563774, 40.56554, 40.566776, 40.56427, 40.562556, 40.561443, 40.561199, 40.559716, 40.558719, 40.558336, 40.556235, 40.553195, 40.552708, 40.551563, 40.551593, 40.550818, 40.551635, 
40.55195, 40.553312, 40.555217, 40.557331, 40.559384, 40.560078, 40.560891, 40.562807, 40.563774)))",3785,309,3476,3410,3165,15,1,222,0,7,66,5,146.05,146,05,5014605
"Census Tract 26.01, New York County, New York",44250,3707,407,3300,23577,743,244,716,0.5328135593220339,0.20043161586188293,0.5995085995085995,0.21696969696969698,36061002601,"list(list(c(-73.982524, -73.982083, -73.981637, -73.979281, -73.976893, -73.977346, -73.977683, -73.978231, -73.980607, -73.982964, -73.982524, 40.723278, 40.723882, 40.724494, 40.723505, 40.722498, 40.721885, 40.72142, 40.720674, 40.721678, 40.722671, 40.723278)))",3609,1446,2163,2050,1121,401,0,503,2,23,113,1,26.01,26,01,1002601
"Census Tract 6, New York County, New York",17398,10469,452,10017,3684,1683,253,1659,0.21174847683641798,0.16076034005158085,0.5597345132743363,0.16561844863731656,36061000600,"list(list(c(-73.992562, -73.990755, -73.99022, -73.989337, -73.987165, -73.987062, -73.986926, -73.986742, -73.986605, -73.986546, -73.98653, -73.987957, -73.989381, -73.991939, -73.992075, -73.992183, -73.992267, -73.992392, -73.992562, 40.714388, 40.714554, 40.714405, 40.714133, 40.714312, 40.713638, 40.712903, 40.711536, 40.710284, 40.709297, 40.704979, 40.705134, 40.705137, 40.709528, 40.709771, 40.711775, 40.712468, 40.713191, 40.714388)))",11616,2946,8670,8463,1145,1227,16,6027,6,42,207,1,6,6,00,1000600
"Census Tract 7, New York County, New York",186297,8480,1480,7000,14709,939,432,933,0.07895457253739996,0.1107311320754717,0.2918918918918919,0.13328571428571429,36061000700,"list(list(c(-73.999496, -73.9975, -74.0000444533092, -73.999496, 40.700329, 40.699653, 40.6994652660133, 40.700329)), list(c(-74.011947, -74.011703, -74.011248, -74.011012, -74.010542, -74.010147, -74.009371, -74.008269, -74.007782, -74.007459, -74.006781, -74.004749, -74.00456, -74.004338, -74.0037768093859, -74.004051, -74.0067847421372, -74.0071009174017, -74.00798, -74.008986, -74.009462, -74.009984, -74.009866, -74.010276, -74.01119, -74.012508, -74.011947, 40.707452, 40.707756, 40.708304, 40.708594, 
40.709154, 40.708976, 40.708614, 40.707722, 40.70742, 40.707219, 40.706724, 40.705232, 40.705105, 40.704965, 40.7035543395964, 40.703653, 40.701975625768, 40.701781626402, 40.703189, 40.704079, 40.704545, 40.705148, 40.705797, 40.705946, 40.706278, 40.706767, 40.707452)))",10542,927,9615,9134,6782,353,7,1894,10,88,481,1,7,7,00,1000700
"Census Tract 67, New York County, New York",113889,5133,951,4182,23495,815,289,847,0.20629735970989296,0.15877654393142412,0.3038906414300736,0.2025346724055476,36061006700,"list(list(c(-74.006973, -74.006857, -74.006737, -74.006624, -74.005107, -74.003612, -74.003471, -74.002124, -74.001663, -74.000954, -74.001413, -74.001684, -74.001797, -74.002139, -74.002203, -74.002301, -74.00251, -74.002808, -74.003128, -74.005314, -74.00709, -74.006973, 40.729495, 40.730228, 40.730947, 40.731669, 40.731836, 40.732324, 40.732373, 40.732841, 40.732318, 40.731706, 40.731065, 40.730581, 40.730385, 40.729796, 40.729654, 40.729445, 40.729, 40.728365, 40.728394, 40.728605, 40.728772, 
40.729495)))",5547,461,5086,4884,4397,83,0,374,1,29,202,1,67,67,00,1006700
"Census Tract 147, New York County, New York",203264,3162,574,2588,23086,518,225,513,0.11357643261964735,0.16382036685641999,0.39198606271777003,0.1982225656877898,36061014700,"list(list(c(-73.990454, -73.989994, -73.98954, -73.986695, -73.987146, -73.987615, -73.988063, -73.990913, -73.990454, 40.771612, 40.772242, 40.772866, 40.771668, 40.771054, 40.770415, 40.769791, 40.770988, 40.771612)))",2987,265,2722,2575,1643,60,3,845,1,23,147,1,147,147,00,1014700
"Census Tract 279, Bronx County, New York",60132,7472,1990,5482,19466,1055,669,1159,0.3237211468103506,0.14119379014989294,0.33618090452261307,0.21141919007661436,36005027900,"list(list(c(-73.901576, -73.898604, -73.896839, -73.894724, -73.894529, -73.894031, -73.893128, -73.892719, -73.894591, -73.896434, -73.896571, -73.896944, -73.898065, -73.898739, -73.899613, -73.899567, -73.89904, -73.900607, -73.901576, 40.880995, 40.884407, 40.885986, 40.885557, 40.885504, 40.884967, 40.883679, 40.882664, 40.88293, 40.881857, 40.88125, 40.879527, 40.878501, 40.878516, 40.878756, 40.879268, 40.881544, 40.880471, 40.880995)))",8145,5246,2899,2706,1280,988,13,340,1,84,193,2,279,279,00,2027900
"Census Tract 369.02, Bronx County, New York",16310,2043,43,2000,4049,263,43,268,0.24825260576333538,0.12873225648556044,1,0.134,36005036902,"list(list(c(-73.894809, -73.892907, -73.89162, -73.890554, -73.891502, -73.892169, -73.894101, -73.895367, -73.894809, 40.843761, 40.843416, 40.843214, 40.842678, 40.841699, 40.84105, 40.84219, 40.842895, 40.843761)))",2324,1320,1004,944,52,870,4,7,0,11,60,2,369.02,369,02,2036902
"Census Tract 846, Kings County, New York",70795,1892,1276,616,15730,305,260,200,0.22219083268592416,0.16120507399577166,0.20376175548589343,0.3246753246753247,36047084600,"list(list(c(-73.929599, -73.928594, -73.925721, -73.925382, -73.925743, -73.926198, -73.929106, -73.929355, -73.929599, 40.644433, 40.644494, 40.644674, 40.642384, 40.640014, 40.639976, 40.639795, 40.642134, 40.644433)))",1986,126,1860,1697,23,1604,1,26,0,43,163,3,846,846,00,3084600
"Census Tract 872, Kings County, New York",55906,2816,1300,1516,9518,552,371,498,0.1702500626050871,0.19602272727272727,0.2853846153846154,0.32849604221635886,36047087200,"list(list(c(-73.938593, -73.935718, -73.935578, -73.935416, -73.934483, -73.934268, -73.935204, -73.936175, -73.937146, -73.938081, -73.93829, -73.938454, -73.938593, 40.656123, 40.656303, 40.655039, 40.653505, 40.653563, 40.651563, 40.651514, 40.651469, 40.651421, 40.651376, 40.653327, 40.654858, 40.656123)))",3128,125,3003,2742,132,2514,3,59,2,32,261,3,872,872,00,3087200
"Census Tract 756, Kings County, New York",93125,2016,1480,536,51342,297,292,219,0.5513234899328859,0.14732142857142858,0.1972972972972973,0.4085820895522388,36047075600,"list(list(c(-73.950256, -73.948369, -73.947443, -73.946514, -73.946067, -73.945815, -73.945737, -73.946574, -73.947458, -73.949306, -73.949812, -73.950256, 40.619083, 40.619291, 40.619393, 40.619494, 40.617104, 40.615774, 40.615363, 40.614789, 40.614199, 40.614031, 40.616692, 40.619083)))",1934,84,1850,1799,1560,69,2,136,1,31,51,3,756,756,00,3075600
"Census Tract 928, Kings County, New York",70365,2747,1286,1461,16131,556,525,305,0.22924749520358131,0.2024026210411358,0.4082426127527216,0.20876112251882273,36047092800,"list(list(c(-73.914511, -73.913744, -73.912329, -73.910679, -73.909726, -73.909682, -73.909335, -73.908558, -73.909449, -73.911101, -73.911823, -73.913407, -73.915226, -73.914511, 40.653501, 40.654169, 40.654135, 40.65418, 40.654313, 40.654143, 40.652809, 40.652096, 40.651522, 40.650448, 40.649984, 40.651407, 40.653039, 40.653501)))",2861,190,2671,2451,57,2330,9,22,0,33,220,3,928,928,00,3092800
"Census Tract 1014, Kings County, New York",72000,2143,1280,863,28278,357,204,362,0.39275,0.16658889407372843,0.159375,0.41946697566628044,36047101400,"list(list(c(-73.893247, -73.892503, -73.891021, -73.890404, -73.8892, -73.887386, -73.888128, -73.889614, -73.890328, -73.892141, -73.893961, -73.893247, 40.642806, 40.643285, 40.644245, 40.643689, 40.642611, 40.640981, 40.640501, 40.639542, 40.63908, 40.640712, 40.642343, 40.642806)))",2268,185,2083,1982,84,1771,7,98,0,22,101,3,1014,1014,00,3101400
"Census Tract 1124, Kings County, New York",45559,3244,999,2245,16794,650,427,590,0.3686209091507715,0.2003699136868064,0.42742742742742745,0.26280623608017817,36047112400,"list(list(c(-73.890694, -73.88977, -73.888889, -73.887084, -73.886183, -73.885297, -73.883597, -73.883152, -73.883309, -73.885563, -73.886577, -73.887261, -73.888108, -73.889907, -73.890299, -73.890694, 40.666852, 40.66699, 40.66712, 40.667388, 40.667521, 40.667653, 40.667905, 40.666181, 40.666112, 40.665141, 40.664708, 40.664414, 40.664047, 40.663778, 40.665312, 40.666852)))",4288,895,3393,3191,92,3021,9,43,0,26,202,3,1124,1124,00,3112400
"Census Tract 561, Kings County, New York",121923,3543,708,2835,19227,441,222,501,0.15769789129204498,0.12447078746824725,0.3135593220338983,0.17671957671957672,36047056100,"list(list(c(-73.961531, -73.961436, -73.961215, -73.95736, -73.954611, -73.953658, -73.953273, -73.952412, -73.951821, -73.950875, -73.951736, -73.952597, -73.953442, -73.954269, -73.955139, -73.955679, -73.956273, -73.957717, -73.95892, -73.961611, -73.961531, 40.72591, 40.727298, 40.728151, 40.728458, 40.728724, 40.728823, 40.728133, 40.728418, 40.727384, 40.725721, 40.725436, 40.725152, 40.724873, 40.724601, 40.724329, 40.723943, 40.72339, 40.724298, 40.724351, 40.724951, 40.72591)))",3460,428,3032,2891,2632,64,4,165,5,21,141,3,561,561,00,3056100
"Census Tract 217, Bronx County, New York",40778,4738,67,4671,7073,707,105,701,0.17345137083721615,0.1492190797804981,1.5671641791044777,0.15007493042175124,36005021700,"list(list(c(-73.917421, -73.917028, -73.916211, -73.915267, -73.914892, -73.914426, -73.913968, -73.912875, -73.912212, -73.911844, -73.910777, -73.909215, -73.910582, -73.910695, -73.91168, -73.911973, -73.912364, -73.91315, -73.913975, -73.914199, -73.916726, -73.917402, -73.917421, 40.846344, 40.846398, 40.846589, 40.846812, 40.847311, 40.847964, 40.848609, 40.850125, 40.850781, 40.851445, 40.851939, 40.851801, 40.850182, 40.850019, 40.848639, 40.84823, 40.847683, 40.846577, 40.84543, 40.845115, 
40.84505, 40.845036, 40.846344)))",5006,2664,2342,2227,122,1998,3,49,3,52,115,2,217,217,00,2021700
"Census Tract 375.04, Bronx County, New York",25069,3157,137,3020,8080,628,203,599,0.32231042323188003,0.19892302819132088,1.4817518248175183,0.19834437086092715,36005037504,"list(list(c(-73.89557, -73.894946, -73.894073, -73.894788, -73.894318, -73.893071, -73.892167, -73.890902, -73.890389, -73.89003, -73.889607, -73.88994, -73.889879, -73.890499, -73.889332, -73.8899, -73.890936, -73.891544, -73.892421, -73.893374, -73.894336, -73.896177, -73.89557, 40.847802, 40.849104, 40.850713, 40.851082, 40.851891, 40.85325, 40.85277, 40.854117, 40.854689, 40.854221, 40.853238, 40.852591, 40.85207, 40.851224, 40.850832, 40.849869, 40.850477, 40.849467, 40.848003, 40.846401, 40.846487, 
40.846659, 40.847802)))",4023,2485,1538,1475,112,1308,8,20,0,27,63,2,375.04,375,04,2037504
"Census Tract 424, Queens County, New York",71450,2301,1881,420,17684,393,341,252,0.24750174947515746,0.17079530638852672,0.18128654970760233,0.6,36081042400,"list(list(c(-73.777836, -73.776598, -73.776226, -73.775763, -73.775676, -73.77487, -73.773957, -73.773222, -73.772979, -73.772308, -73.770877, -73.769699, -73.769294, -73.765214, -73.765394, -73.7662, -73.768134, -73.769631, -73.771628, -73.772119, -73.773043, -73.777281, -73.777307, -73.777836, 40.694321, 40.695969, 40.696607, 40.697183, 40.697305, 40.698418, 40.699806, 40.700236, 40.700381, 40.700572, 40.698301, 40.697066, 40.69665, 40.692789, 40.692065, 40.692183, 40.692455, 40.692681, 40.692961, 
40.693029, 40.693131, 40.692114, 40.692254, 40.694321)))",2295,196,2099,2000,19,1885,4,55,3,34,99,4,424,424,00,4042400
"Census Tract 1291.04, Queens County, New York",81212,4105,3014,1091,16815,435,400,424,0.20705068216519726,0.10596833130328867,0.13271400132714,0.38863428047662696,36081129104,"list(list(c(-73.757353, -73.753473, -73.75139, -73.749968, -73.743962, -73.743719, -73.743375, -73.743068, -73.740195, -73.740291, -73.741676, -73.742602, -73.746541, -73.751388, -73.752658, -73.753697, -73.755196, -73.756216, -73.755532, -73.756343, -73.757353, 40.741116, 40.742405, 40.740194, 40.739746, 40.740789, 40.739383, 40.738885, 40.738441, 40.739031, 40.738517, 40.736827, 40.736632, 40.735778, 40.734949, 40.734732, 40.734554, 40.734302, 40.736543, 40.737272, 40.738993, 40.741116)))",4318,615,3703,3565,1715,151,8,1649,0,42,138,4,1291.04,1291,04,4129104
"Census Tract 443.02, Queens County, New York",53939,4098,1557,2541,10029,765,510,717,0.18593225680861714,0.18667642752562225,0.32755298651252407,0.282172373081464,36081044302,"list(list(c(-73.867557, -73.867236, -73.866033, -73.864241, -73.86241, -73.861855, -73.860734, -73.860072, -73.8623, -73.864047, -73.86493, -73.86583, -73.866095, -73.86648, -73.86676, -73.86704, -73.867147, -73.867318, -73.867563, -73.867557, 40.741678, 40.741753, 40.742036, 40.742456, 40.74289, 40.741589, 40.739636, 40.738373, 40.737682, 40.737163, 40.736895, 40.736643, 40.737251, 40.738211, 40.73889, 40.739572, 40.739837, 40.740261, 40.740942, 40.741678)))",5373,2533,2840,2777,136,490,11,2096,1,43,63,4,443.02,443,02,4044302
"Census Tract 999, Queens County, New York",NA,0,0,0,NA,12,12,12,NA,Inf,Inf,Inf,36081099900,"list(list(c(-73.782388, -73.781234, -73.7807, -73.7817380322207, -73.781369, -73.77885, -73.775558, -73.770293, -73.7741389097254, -73.776553, -73.777961, -73.781205, -73.781715, -73.782388, 40.791376, 40.791485, 40.793649, 40.7953853403085, 40.794907, 40.797193, 40.795613, 40.788376, 40.7863202798795, 40.78763, 40.788364, 40.789588, 40.79053, 40.791376)))",0,0,0,0,0,0,0,0,0,0,0,4,999,999,00,4099900
"Census Tract 96.01, Richmond County, New York",97381,4340,3154,1186,18530,653,430,553,0.19028352553372835,0.15046082949308756,0.13633481293595434,0.4662731871838111,36085009601,"list(list(c(-74.094276, -74.093755, -74.093364, -74.091783, -74.091779, -74.09154, -74.089476, -74.086185, -74.085152, -74.084328, -74.082188, -74.081396, -74.081164, -74.082288, -74.084965, -74.085875, -74.087163, -74.087389, -74.087847, -74.088365, -74.09083, -74.091372, -74.091577, -74.093026, -74.093766, -74.097221, -74.094276, 40.596449, 40.596745, 40.597033, 40.598719, 40.599239, 40.599456, 40.600904, 40.601345, 40.601677, 40.601872, 40.601941, 40.600925, 40.600207, 40.598402, 40.59733, 40.59589, 
40.592783, 40.59219, 40.59136, 40.590752, 40.592038, 40.592312, 40.59242, 40.593167, 40.59355, 40.595365, 40.596449)))",4075,425,3650,3580,2816,89,1,666,0,8,70,5,96.01,96,01,5009601
"Census Tract 132.03, Richmond County, New York",108696,5969,4952,1017,26722,932,783,511,0.24584161330683743,0.15614005696096497,0.15811793214862682,0.5024582104228122,36085013203,"list(list(c(-74.150839, -74.150106, -74.148992, -74.145293, -74.144604, -74.14233, -74.140511, -74.140478, -74.140428, -74.140254, -74.140182, -74.139515, -74.138851, -74.137431, -74.134988, -74.133184, -74.134558, -74.136089, -74.137371, -74.138641, -74.142718, -74.144203, -74.145912, -74.147465, -74.148484, -74.14872, -74.148937, -74.149425, -74.150431, -74.150839, 40.549963, 40.550818, 40.551593, 40.551563, 40.551766, 40.553095, 40.554034, 40.554176, 40.55436, 40.554794, 40.554963, 40.556303, 
40.556951, 40.555818, 40.553811, 40.552344, 40.551255, 40.550424, 40.549578, 40.548475, 40.545434, 40.544196, 40.542424, 40.543497, 40.544835, 40.545273, 40.545673, 40.546563, 40.548195, 40.549963)))",5790,559,5231,5123,4536,28,7,524,0,28,108,5,132.03,132,03,5013203
"Census Tract 303.01, Richmond County, New York",89777,5136,3638,1498,10544,714,619,542,0.11744656203704736,0.13901869158878505,0.17014843320505774,0.36181575433911883,36085030301,"list(list(c(-74.168482, -74.168141, -74.165101, -74.164789, -74.155425, -74.154291, -74.153177, -74.151541, -74.149503, -74.149241, -74.148768, -74.1467, -74.146145, -74.147054, -74.148227, -74.151983, -74.152496, -74.153689, -74.157312, -74.160501, -74.168725, -74.168482, 40.621562, 40.622078, 40.621181, 40.621581, 40.620069, 40.6193, 40.620162, 40.621202, 40.622923, 40.623329, 40.625104, 40.624914, 40.62493, 40.622971, 40.621502, 40.61753, 40.616556, 40.612322, 40.615155, 40.617416, 40.621209, 
40.621562)))",5130,1427,3703,3595,2022,680,5,839,1,48,108,5,303.01,303,01,5030301
"Census Tract 65, Kings County, New York",167477,5838,2861,2977,9691,1115,1207,502,0.05786466201329138,0.1909900650907845,0.42188046137714086,0.16862613369163587,36047006500,"list(list(c(-74.001905, -74.001516, -74.001122, -74.000693, -74.000371, -74.000048, -73.996209, -73.996527, -73.996887, -73.997283, -73.997672, -73.998068, -73.998728, -73.999352, -73.999924, -74.001213, -74.000699, -74.001055, -74.001539, -74.002255, -74.001905, 40.678935, 40.679753, 40.680569, 40.681463, 40.682133, 40.682803, 40.681724, 40.68106, 40.680315, 40.679502, 40.678682, 40.677866, 40.676489, 40.6752, 40.674004, 40.67587, 40.675571, 40.676375, 40.677268, 40.678205, 40.678935)))",5461,514,4947,4657,4267,81,6,280,0,23,290,3,65,65,00,3006500
"Census Tract 232, Kings County, New York",40929,5862,1546,4316,8564,1140,714,1220,0.20924039189816512,0.19447287615148415,0.46183699870633893,0.28266913809082483,36047023200,"list(list(c(-73.989789, -73.989206, -73.98862, -73.988039, -73.987455, -73.987186, -73.985548, -73.985252, -73.98554, -73.985836, -73.983634, -73.984218, -73.982015, -73.982598, -73.983763, -73.985964, -73.988167, -73.990373, -73.989789, 40.637264, 40.637824, 40.638385, 40.638947, 40.639505, 40.639343, 40.638354, 40.638175, 40.637898, 40.637616, 40.636285, 40.635726, 40.634395, 40.633837, 40.632717, 40.634047, 40.635374, 40.636705, 40.637264)))",6382,398,5984,5841,5038,50,0,483,0,270,143,3,232,232,00,3023200
"Census Tract 236, Kings County, New York",28676,5352,211,5141,6358,995,140,975,0.22171851025247594,0.1859118086696562,0.6635071090047393,0.1896518187123128,36047023600,"list(list(c(-73.993284, -73.9927, -73.99212, -73.989916, -73.987713, -73.985509, -73.986675, -73.987259, -73.989462, -73.991664, -73.993866, -73.993284, 40.633906, 40.634467, 40.635026, 40.633696, 40.632366, 40.631038, 40.629916, 40.629355, 40.630686, 40.632016, 40.633347, 40.633906)))",6548,78,6470,6325,5712,8,1,278,0,326,145,3,236,236,00,3023600
"Census Tract 194, Kings County, New York",62798,3436,1380,2056,34655,817,739,505,0.5518487849931526,0.2377764842840512,0.5355072463768116,0.2456225680933852,36047019400,"list(list(c(-74.00435, -74.003099, -74.002515, -74.000314, -73.998117, -73.997241, -73.997484, -73.997713, -73.999321, -73.999946, -74.00053, -74.00273, -74.004932, -74.00435, 40.626711, 40.627916, 40.628475, 40.627145, 40.625816, 40.625289, 40.62452, 40.62368, 40.624656, 40.624051, 40.62349, 40.624821, 40.626151, 40.626711)))",3570,804,2766,2713,681,32,0,1995,0,5,53,3,194,194,00,3019400
"Census Tract 101, Kings County, New York",96200,3921,1354,2567,26862,701,409,652,0.2792307692307692,0.1787809232338689,0.3020679468242245,0.2539929879236463,36047010100,"list(list(c(-74.003288, -74.00273, -74.002161, -74.000454, -73.99987, -73.999301, -73.997429, -73.995169, -73.998671, -74.000413, -74.002677, -74.004465, -74.003288, 40.658185, 40.658785, 40.659356, 40.661032, 40.661589, 40.662157, 40.661036, 40.659669, 40.656307, 40.654629, 40.65599, 40.657072, 40.658185)))",4590,2343,2247,2125,1430,340,7,300,8,40,122,3,101,101,00,3010100
"Census Tract 20, Kings County, New York",39211,1485,237,1248,20021,437,166,462,0.510596516283696,0.2942760942760943,0.70042194092827,0.3701923076923077,36047002000,"list(list(c(-74.018674, -74.017509, -74.016927, -74.016343, -74.015184, -74.012952, -74.012869, -74.012629, -74.013172, -74.013733, -74.014377, -74.014932, -74.015533, -74.016086, -74.016651, -74.016931, -74.019256, -74.018674, 40.647412, 40.648533, 40.649094, 40.649656, 40.650773, 40.64943, 40.649381, 40.649235, 40.648652, 40.648079, 40.647554, 40.646982, 40.646418, 40.645882, 40.645331, 40.645475, 40.646853, 40.647412)))",1694,1285,409,398,140,145,8,97,2,6,11,3,20,20,00,3002000
"Census Tract 304, Kings County, New York",43239,4349,1183,3166,11603,525,346,515,0.2683457064224427,0.12071740630029892,0.29247675401521556,0.16266582438408086,36047030400,"list(list(c(-74.0013650592907, -74.00095, -73.998594, -73.997368, -73.996194, -73.995308, -73.996747, -73.995225, -73.993134, -73.992389, -73.99019, -73.988731, -73.987988, -73.989621, -73.990364, -73.991539, -73.992558, -73.993309, -73.993758, -73.998031, -74.000416, -74.000586991197, -74.000724, -74.0013024175856, -74.0013650592907, 40.592284776111, 40.592514, 40.593555, 40.593974, 40.593992, 40.594428, 40.595643, 40.597093, 40.595661, 40.595211, 40.593882, 40.593002, 40.592553, 40.590982, 40.591432, 
40.590391, 40.589922, 40.589584, 40.590332, 40.588466, 40.587136, 40.5870718783011, 40.591124, 40.5921713497932, 40.592284776111)))",4686,593,4093,3916,1627,105,6,2158,1,19,177,3,304,304,00,3030400
"Census Tract 280, Kings County, New York",85625,1864,993,871,22645,276,216,232,0.2644671532846715,0.148068669527897,0.2175226586102719,0.2663605051664753,36047028000,"list(list(c(-74.008714, -74.006781, -74.007459, -74.006172, -74.004934, -74.00263, -74.00514, -74.007195, -74.0079067611236, -74.0084384949163, -74.009184756705, -74.008714, 40.600357, 40.602291, 40.602645, 40.603887, 40.605075, 40.603847, 40.601432, 40.599453, 40.5988005280912, 40.5991507281757, 40.5996422164826, 40.600357)))",1862,379,1483,1441,584,52,0,784,1,20,42,3,280,280,00,3028000
"Census Tract 365.01, Kings County, New York",47723,3564,450,3114,10213,659,489,509,0.21400582528340634,0.18490460157126823,1.0866666666666667,0.1634553628773282,36047036501,"list(list(c(-73.91392, -73.913846, -73.913777, -73.913696, -73.910926, -73.908088, -73.908195, -73.90831, -73.909157, -73.911075, -73.911152, -73.911224, -73.914004, -73.91392, 40.67413, 40.674908, 40.675687, 40.676495, 40.676345, 40.67619, 40.675379, 40.674605, 40.674653, 40.674757, 40.673979, 40.673152, 40.67324, 40.67413)))",2959,354,2605,2454,94,2287,8,52,0,13,151,3,365.01,365,01,3036501
"Census Tract 402, Kings County, New York",64922,2844,1613,1231,24050,313,346,264,0.3704445334401282,0.11005625879043601,0.21450712957222567,0.21445978878960195,36047040200,"list(list(c(-73.985491, -73.984493, -73.983567, -73.982639, -73.981712, -73.980784, -73.980358, -73.979955, -73.980711, -73.98179, -73.983667, -73.98464, -73.984678, -73.985015, -73.985061, -73.985266, -73.985491, 40.59793, 40.598038, 40.59814, 40.598243, 40.598345, 40.598447, 40.596192, 40.594074, 40.593997, 40.593868, 40.593664, 40.593552, 40.593659, 40.595413, 40.595671, 40.596744, 40.59793)))",3025,492,2533,2479,735,22,0,1710,1,11,54,3,402,402,00,3040200
"Census Tract 422, Kings County, New York",63854,3520,1453,2067,29844,672,536,524,0.4673787076768879,0.19090909090909092,0.36889194769442535,0.25350749879051765,36047042200,"list(list(c(-73.972994, -73.971913, -73.96997, -73.967668, -73.967261, -73.966959, -73.968219, -73.968687, -73.970021, -73.972178, -73.97259, -73.972959, -73.972994, 40.608814, 40.608936, 40.60915, 40.609404, 40.607259, 40.605662, 40.604937, 40.604602, 40.604444, 40.604195, 40.606671, 40.60863, 40.608814)))",3663,587,3076,2935,2408,71,1,417,2,36,141,3,422,422,00,3042200
