name,med_hh_inc_tract_estimate,pop_total_tract_estimate,pop_owner_tract_estimate,pop_renter_tract_estimate,med_hh_inc_tract_moe,pop_total_tract_moe,pop_owner_tract_moe,pop_renter_tract_moe,med_hh_inc_tract_moe_rate,pop_total_tract_moe_rate,pop_owner_tract_moe_rate,pop_renter_tract_moe_rate,geoid,geometry,pop_total,pop_hislat,pop_nonhil,pop_nonhil1r,pop_white,pop_black,pop_amind,pop_asian,pop_pacil,pop_other1r,pop_nonhil2r,borough,census_tract_raw,census_tract_predot,census_tract_postdot,bct2020
"Census Tract 127.01, Bronx County, New York",38000,1968,352,1616,13393,484,184,502,0.3524473684210526,0.2459349593495935,0.5227272727272727,0.31064356435643564,36005012701,"list(list(c(-73.894836, -73.893868, -73.892933, -73.891913, -73.890905, -73.88885, -73.887895, -73.888806, -73.890663, -73.89139, -73.892005, -73.8932, -73.893898, -73.894871, -73.894836, 40.82624, 40.826515, 40.826787, 40.826794, 40.826788, 40.826768, 40.826743, 40.826257, 40.825307, 40.824941, 40.824723, 40.824008, 40.823984, 40.823937, 40.82624)))",2184,1567,617,591,34,492,2,45,1,17,26,2,127.01,127,01,2012701
"Census Tract 373, Bronx County, New York",28083,6039,685,5354,20379,1436,383,1417,0.7256703343659865,0.23778771319754927,0.5591240875912409,0.26466193500186774,36005037300,"list(list(c(-73.893374, -73.892421, -73.891544, -73.890936, -73.8899, -73.889332, -73.890499, -73.889879, -73.889518, -73.888953, -73.888032, -73.887518, -73.886436, -73.888155, -73.888837, -73.88947, -73.889965, -73.891125, -73.892901, -73.893374, 40.846401, 40.848003, 40.849467, 40.850477, 40.849869, 40.850832, 40.851224, 40.85207, 40.851803, 40.851441, 40.850997, 40.850949, 40.850309, 40.848929, 40.848134, 40.847384, 40.846793, 40.84541, 40.846269, 40.846401)))",6117,3904,2213,2088,109,1880,11,43,1,44,125,2,373,373,00,2037300
"Census Tract 119, Bronx County, New York",30417,5363,288,5075,5132,1159,228,1167,0.16872143866916528,0.2161103859779974,0.7916666666666666,0.22995073891625617,36005011900,"list(list(c(-73.892005, -73.89139, -73.890586, -73.88965, -73.888711, -73.886613, -73.886895, -73.88761, -73.88797, -73.889301, -73.889646, -73.890824, -73.891615, -73.892005, 40.824723, 40.824941, 40.825082, 40.825136, 40.825181, 40.825329, 40.823717, 40.823284, 40.82226, 40.821432, 40.821205, 40.820307, 40.820985, 40.824723)))",5703,4008,1695,1629,125,1429,18,25,0,32,66,2,119,119,00,2011900
"Census Tract 391, Bronx County, New York",30923,7524,580,6944,18890,1062,534,985,0.6108721663486725,0.14114832535885166,0.9206896551724137,0.14184907834101382,36005039100,"list(list(c(-73.89003, -73.888449, -73.887568, -73.886873, -73.886186, -73.885421, -73.884461, -73.883628, -73.884715, -73.885452, -73.886436, -73.887518, -73.888032, -73.888953, -73.889518, -73.889879, -73.88994, -73.889607, -73.89003, 40.854221, 40.856024, 40.855556, 40.855202, 40.85487, 40.854498, 40.854152, 40.853909, 40.851759, 40.85104, 40.850309, 40.850949, 40.850997, 40.851441, 40.851803, 40.85207, 40.852591, 40.853238, 40.854221)))",7210,5414,1796,1724,560,986,18,105,4,51,72,2,391,391,00,2039100
"Census Tract 79, Bronx County, New York",31083,6652,241,6411,7336,1062,271,1027,0.236013254833832,0.15965123271196632,1.1244813278008299,0.16019341756356262,36005007900,"list(list(c(-73.908225, -73.907589, -73.906305, -73.905313, -73.90347, -73.901602, -73.901668, -73.901832, -73.902579, -73.90301, -73.90347, -73.903804, -73.904183, -73.904466, -73.905413, -73.90633, -73.907245, -73.906238, -73.90808, -73.908225, 40.816203, 40.816596, 40.817371, 40.817925, 40.818737, 40.819695, 40.819534, 40.819147, 40.81737, 40.816318, 40.815075, 40.814132, 40.813087, 40.812282, 40.812476, 40.812667, 40.812855, 40.815661, 40.816033, 40.816203)))",6826,4889,1937,1850,101,1622,3,67,0,57,87,2,79,79,00,2007900
"Census Tract 206.01, Bronx County, New York",48654,2456,912,1544,18731,611,465,423,0.38498376289719244,0.2487785016286645,0.5098684210526315,0.27396373056994816,36005020601,"list(list(c(-73.852914, -73.851683, -73.850678, -73.850011, -73.848781, -73.847316, -73.848701, -73.849559, -73.850166, -73.851684, -73.85207, -73.852207, -73.852331, -73.852914, 40.840086, 40.839261, 40.838575, 40.838115, 40.837271, 40.836264, 40.835103, 40.834409, 40.834355, 40.834201, 40.835625, 40.836347, 40.83701, 40.840086)))",3277,1587,1690,1578,243,347,17,927,1,43,112,2,206.01,206,01,2020601
"Census Tract 35, Bronx County, New York",29068,3710,187,3523,2672,852,141,853,0.09192238888124397,0.22964959568733154,0.7540106951871658,0.24212319046267386,36005003500,"list(list(c(-73.910948, -73.910019, -73.909075, -73.907245, -73.90633, -73.906852, -73.90726, -73.907537, -73.907839, -73.910693, -73.910366, -73.909596, -73.910238, -73.910948, 40.813621, 40.813432, 40.813233, 40.812855, 40.812667, 40.811209, 40.809937, 40.80906, 40.808206, 40.808809, 40.809645, 40.811777, 40.811929, 40.813621)))",3726,2592,1134,1103,122,924,1,25,0,31,31,2,35,35,00,2003500
"Census Tract 215.01, Bronx County, New York",39875,4293,98,4195,15698,889,115,886,0.39368025078369906,0.2070812951316096,1.1734693877551021,0.21120381406436234,36005021501,"list(list(c(-73.921345, -73.920482, -73.919371, -73.918948, -73.916447, -73.915975, -73.915452, -73.916051, -73.917286, -73.918414, -73.919609, -73.920542, -73.921345, 40.84718, 40.848264, 40.849621, 40.850182, 40.851905, 40.851325, 40.850494, 40.850043, 40.849189, 40.848328, 40.847578, 40.846894, 40.84718)))",4078,3005,1073,1027,49,929,0,21,0,28,46,2,215.01,215,01,2021501
"Census Tract 418, Bronx County, New York",52396,3474,1100,2374,22461,773,413,802,0.42867776166119553,0.22251007484168106,0.37545454545454543,0.33782645324347094,36005041800,"list(list(c(-73.862875, -73.861113, -73.859258, -73.858626, -73.856997, -73.856194, -73.855386, -73.854689, -73.854299, -73.855249, -73.85616, -73.856561, -73.856956, -73.859834, -73.860711, -73.86136, -73.861894, -73.862875, 40.895154, 40.897589, 40.900338, 40.900136, 40.899504, 40.899188, 40.898876, 40.898603, 40.89845, 40.897252, 40.895597, 40.894873, 40.894168, 40.895085, 40.895371, 40.894663, 40.894834, 40.895154)))",3752,1250,2502,2362,165,1792,30,207,3,165,140,2,418,418,00,2041800
"Census Tract 269, Bronx County, New York",25039,3600,449,3151,20208,763,239,766,0.8070609848636128,0.21194444444444444,0.532293986636971,0.24309742938749604,36005026900,"list(list(c(-73.91434, -73.909804, -73.908605, -73.908526, -73.907104, -73.907, -73.906162, -73.905714, -73.904662, -73.904459, -73.904397, -73.903668, -73.904483, -73.907134, -73.908488, -73.908826, -73.909099, -73.90904, -73.910756, -73.91252, -73.912704, -73.913234, -73.91434, 40.862521, 40.868282, 40.871678, 40.871792, 40.872978, 40.873455, 40.873243, 40.873138, 40.872645, 40.872423, 40.870348, 40.869495, 40.869388, 40.867922, 40.865345, 40.864854, 40.863001, 40.862679, 40.861651, 40.861878, 
40.861916, 40.862048, 40.862521)))",4126,3089,1037,992,156,709,2,89,0,36,45,2,269,269,00,2026900
"Census Tract 158, Bronx County, New York",64712,1299,644,655,18716,341,238,261,0.2892199282976882,0.26250962278675904,0.3695652173913043,0.3984732824427481,36005015800,"list(list(c(-73.821676, -73.818322, -73.817045, -73.816148, -73.81914, -73.819472, -73.820977, -73.821676, 40.826202, 40.827835, 40.825957, 40.821809, 40.822347, 40.822839, 40.825594, 40.826202)))",1442,775,667,638,513,72,0,40,1,12,29,2,158,158,00,2015800
"Census Tract 340, Bronx County, New York",58117,5614,962,4652,6745,788,304,869,0.11605898446237761,0.14036337727110795,0.316008316008316,0.18680137575236458,36005034000,"list(list(c(-73.864385, -73.864326, -73.864266, -73.863332, -73.861379, -73.861391, -73.861433, -73.861498, -73.861537, -73.861562, -73.8621, -73.862577, -73.86352, -73.864461, -73.864385, 40.867839, 40.869656, 40.871389, 40.871375, 40.871336, 40.870923, 40.869603, 40.867782, 40.866302, 40.86555, 40.865537, 40.865527, 40.865508, 40.865489, 40.867839)))",4858,2305,2553,2411,422,1647,15,274,3,50,142,2,340,340,00,2034000
"Census Tract 365.02, Bronx County, New York",28333,2373,144,2229,10265,449,122,445,0.36229837998094094,0.18921196797302992,0.8472222222222222,0.19964109466128308,36005036502,"list(list(c(-73.890036, -73.889552, -73.889017, -73.886843, -73.88566, -73.88612, -73.886185, -73.888523, -73.890554, -73.890036, 40.843195, 40.843771, 40.84437, 40.843298, 40.84271, 40.840424, 40.840105, 40.841483, 40.842678, 40.843195)))",2449,1623,826,790,52,672,11,22,3,30,36,2,365.02,365,02,2036502
"Census Tract 162, Bronx County, New York",83250,1648,768,880,20333,352,216,334,0.24424024024024024,0.21359223300970873,0.28125,0.3795454545454545,36005016200,"list(list(c(-73.825294, -73.821482, -73.819884, -73.818322, -73.821676, -73.823579, -73.825294, 40.829689, 40.831573, 40.829688, 40.827835, 40.826202, 40.827867, 40.829689)))",1908,915,993,963,708,96,2,114,0,43,30,2,162,162,00,2016200
"Census Tract 233.01, Bronx County, New York",31446,3742,205,3537,15993,576,100,571,0.5085861476817402,0.153928380545163,0.4878048780487805,0.16143624540571105,36005023301,"list(list(c(-73.910695, -73.910582, -73.909215, -73.908411, -73.906993, -73.905999, -73.906059, -73.906767, -73.907487, -73.908582, -73.909749, -73.910674, -73.91168, -73.910695, 40.850019, 40.850182, 40.851801, 40.851319, 40.850371, 40.849392, 40.849321, 40.848541, 40.847804, 40.848023, 40.848256, 40.848438, 40.848639, 40.850019)))",4577,3008,1569,1499,78,1310,11,36,1,63,70,2,233.01,233,01,2023301
"Census Tract 286, Bronx County, New York",79141,949,536,413,13740,198,188,146,0.17361418228225572,0.20864067439409906,0.35074626865671643,0.35351089588377727,36005028600,"list(list(c(-73.850499, -73.848613, -73.848214, -73.846704, -73.844362, -73.844929, -73.84542, -73.84657, -73.847885, -73.849073, -73.850345, -73.851368, -73.850499, 40.850696, 40.85108, 40.851091, 40.851241, 40.851119, 40.850144, 40.84854, 40.847068, 40.845989, 40.847062, 40.848993, 40.850304, 40.850696)))",1395,445,950,923,619,66,2,206,0,30,27,2,286,286,00,2028600
"Census Tract 448, Bronx County, New York",101406,2068,1561,507,38194,428,369,322,0.37664438001696154,0.20696324951644102,0.23638693145419604,0.6351084812623274,36005044800,"list(list(c(-73.843367, -73.84248, -73.839649, -73.839655, -73.838985, -73.838407, -73.840147, -73.841034, -73.841921, -73.842788, -73.844165, -73.843367, 40.897072, 40.897267, 40.897891, 40.897249, 40.895602, 40.894061, 40.893677, 40.893482, 40.893285, 40.893094, 40.896896, 40.897072)))",2007,268,1739,1682,30,1581,2,35,0,34,57,2,448,448,00,2044800
"Census Tract 408, Bronx County, New York",32917,4699,1194,3505,14277,824,547,722,0.4337272533949023,0.17535645882102574,0.4581239530988275,0.20599144079885878,36005040800,"list(list(c(-73.863863, -73.862652, -73.861788, -73.85991, -73.858908, -73.859301, -73.859684, -73.860081, -73.860452, -73.863336, -73.863728, -73.8646, -73.863863, 40.88975, 40.891822, 40.89155, 40.890948, 40.890632, 40.889924, 40.889223, 40.888511, 40.887804, 40.88872, 40.888017, 40.8883, 40.88975)))",4475,1931,2544,2421,110,2078,14,166,0,53,123,2,408,408,00,2040800
"Census Tract 223, Bronx County, New York",27232,5150,0,5150,9730,880,17,880,0.3573002350176263,0.170873786407767,Inf,0.170873786407767,36005022300,"list(list(c(-73.916892, -73.916184, -73.915296, -73.914472, -73.913646, -73.912698, -73.913137, -73.913755, -73.915088, -73.91594, -73.916783, -73.917683, -73.916892, 40.841347, 40.842335, 40.841962, 40.84162, 40.841283, 40.84093, 40.839814, 40.838743, 40.839225, 40.839552, 40.839881, 40.840225, 40.841347)))",5063,4053,1010,945,74,772,2,34,0,63,65,2,223,223,00,2022300
"Census Tract 27.01, Bronx County, New York",17907,2672,11,2661,2742,588,16,587,0.1531244764617189,0.22005988023952097,1.4545454545454546,0.22059376174370537,36005002701,"list(list(c(-73.917964, -73.917479, -73.914495, -73.914997, -73.913478, -73.914589, -73.917315, -73.918819, -73.917964, 40.806116, 40.806823, 40.805561, 40.804872, 40.804263, 40.803797, 40.804298, 40.804905, 40.806116)))",3080,2063,1017,978,35,900,6,28,0,9,39,2,27.01,27,01,2002701
"Census Tract 237.02, Bronx County, New York",46346,1330,11,1319,22330,529,14,531,0.4818107280024166,0.3977443609022556,1.2727272727272727,0.4025777103866566,36005023702,"list(list(c(-73.898277, -73.897729, -73.897068, -73.895884, -73.896425, -73.896848, -73.897358, -73.898832, -73.898277, 40.860332, 40.861349, 40.862534, 40.862258, 40.860997, 40.85999, 40.858763, 40.859305, 40.860332)))",1179,900,279,271,27,212,5,17,0,10,8,2,237.02,237,02,2023702
"Census Tract 153, Bronx County, New York",32566,4284,633,3651,11274,648,279,660,0.34618927716022846,0.15126050420168066,0.44075829383886256,0.18077239112571897,36005015300,"list(list(c(-73.8969, -73.896692, -73.896473, -73.896422, -73.896369, -73.896966, -73.895139, -73.893946, -73.891481, -73.891387, -73.890823, -73.892158, -73.891737, -73.892685, -73.89336, -73.894692, -73.896696, -73.897172, -73.8969, 40.831034, 40.831966, 40.833047, 40.83327, 40.83351, 40.834343, 40.835429, 40.836431, 40.836687, 40.835758, 40.835809, 40.833645, 40.832664, 40.832344, 40.830152, 40.830619, 40.830414, 40.830368, 40.831034)))",4258,2077,2181,2115,72,1919,10,77,1,36,66,2,153,153,00,2015300
"Census Tract 38, Kings County, New York",82454,1335,937,398,42648,232,229,132,0.5172338516021054,0.17378277153558053,0.24439701173959444,0.3316582914572864,36047003800,"list(list(c(-74.0387807086057, -74.0387040220815, -74.037245, -74.032317, -74.032593, -74.032874, -74.033155, -74.035836, -74.036926, -74.0393851747986, -74.0387807086057, 40.6357399832871, 40.6359700240455, 40.635985, 40.634791, 40.63411, 40.633429, 40.632735, 40.63337, 40.633639, 40.6339267330072, 40.6357399832871)))",1529,165,1364,1290,1054,16,0,203,0,17,74,3,38,38,00,3003800
"Census Tract 41, Kings County, New York",192500,3253,1345,1908,16785,538,346,444,0.0871948051948052,0.16538579772517675,0.2572490706319703,0.23270440251572327,36047004100,"list(list(c(-73.987859, -73.987429, -73.987, -73.986352, -73.986155, -73.983988, -73.981817, -73.982661, -73.983953, -73.986119, -73.988289, -73.987859, 40.686504, 40.687138, 40.687773, 40.688724, 40.689018, 40.688175, 40.68733, 40.686086, 40.684182, 40.685024, 40.685869, 40.686504)))",3398,387,3011,2812,2184,290,2,318,0,18,199,3,41,41,00,3004100
"Census Tract 52.02, Kings County, New York",93750,2498,1500,998,17409,294,321,223,0.185696,0.1176941553242594,0.214,0.22344689378757515,36047005202,"list(list(c(-74.0413991059603, -74.040475, -74.038095, -74.035437, -74.035711, -74.03599, -74.036972, -74.036895, -74.039183, -74.0405657471589, -74.0409710419106, -74.041004213062, -74.0413991059603, 40.6205710940133, 40.62079, 40.620585, 40.619956, 40.619275, 40.618596, 40.618795, 40.618663, 40.617856, 40.6170530913903, 40.6187640327003, 40.6189040638579, 40.6205710940133)))",2668,264,2404,2319,2068,38,1,197,0,15,85,3,52.02,52,02,3005202
"Census Tract 162, Kings County, New York",75337,2149,896,1253,25969,400,321,398,0.3447044612872825,0.18613308515588645,0.35825892857142855,0.31763766959297685,36047016200,"list(list(c(-74.0363884489415, -74.034871, -74.033648, -74.032637, -74.031947, -74.031515, -74.031228, -74.030485, -74.0287, -74.0275, -74.026646, -74.026302, -74.026656, -74.028385, -74.028972, -74.031451, -74.031921, -74.035053, -74.0354949628475, -74.0358058157354, -74.0363843681629, -74.0363884489415, 40.6099169887477, 40.611366, 40.612833, 40.61401, 40.614815, 40.61533, 40.615723, 40.616518, 40.61563, 40.616961, 40.616508, 40.616335, 40.615922, 40.614249, 40.613516, 40.611117, 40.61083, 40.609544, 
40.609075003863, 40.6093679389571, 40.6099131431883, 40.6099169887477)))",2218,373,1845,1757,1296,130,1,305,0,25,88,3,162,162,00,3016200
"Census Tract 199, Kings County, New York",118051,3722,1223,2499,18985,479,307,512,0.160820323419539,0.12869425040300914,0.2510220768601799,0.20488195278111246,36047019900,"list(list(c(-73.96949, -73.968491, -73.967493, -73.96653, -73.965525, -73.965082, -73.964779, -73.964454, -73.967477, -73.968664, -73.969062, -73.96949, 40.686288, 40.686403, 40.686518, 40.686627, 40.686744, 40.684546, 40.68304, 40.681125, 40.681754, 40.682, 40.684157, 40.686288)))",3978,472,3506,3264,1838,1039,4,349,0,34,242,3,199,199,00,3019900
"Census Tract 219, Kings County, New York",89402,3610,941,2669,24673,602,590,390,0.275978166036554,0.1667590027700831,0.6269925611052072,0.14612214312476582,36047021900,"list(list(c(-73.957657, -73.957339, -73.957244, -73.957021, -73.956703, -73.953999, -73.952937, -73.953019, -73.953102, -73.953187, -73.95327, -73.955269, -73.957974, -73.957657, 40.671536, 40.672414, 40.672674, 40.673294, 40.674171, 40.673632, 40.673571, 40.672681, 40.671791, 40.670898, 40.670007, 40.670125, 40.670657, 40.671536)))",4225,395,3830,3549,1594,1633,0,294,0,28,281,3,219,219,00,3021900
"Census Tract 178, Kings County, New York",75464,2849,995,1854,11609,432,356,370,0.15383494116399873,0.15163215163215163,0.3577889447236181,0.19956850053937433,36047017800,"list(list(c(-74.008369, -74.006625, -74.004855, -74.003425, -74.002665, -74.000935, -74.001309, -74.00195, -74.002644, -74.004934, -74.006172, -74.00691, -74.008369, 40.605217, 40.606895, 40.608594, 40.609969, 40.60957, 40.608637, 40.608344, 40.607818, 40.607257, 40.605075, 40.603887, 40.604338, 40.605217)))",2959,545,2414,2357,966,45,2,1336,0,8,57,3,178,178,00,3017800
"Census Tract 179, Kings County, New York",90769,4056,2072,1984,32042,662,716,314,0.35300598221859886,0.16321499013806706,0.34555984555984554,0.15826612903225806,36047017900,"list(list(c(-73.974281, -73.973119, -73.972398, -73.971433, -73.96949, -73.969062, -73.968664, -73.97064, -73.971742, -73.972324, -73.97378, -73.973922, -73.974281, 40.685513, 40.685781, 40.685954, 40.686064, 40.686288, 40.684157, 40.682, 40.682414, 40.682646, 40.682768, 40.683061, 40.683756, 40.685513)))",3895,590,3305,3094,954,1818,15,291,0,16,211,3,179,179,00,3017900
"Census Tract 185.01, Kings County, New York",36042,4009,214,3795,8706,704,243,679,0.2415515232229066,0.17560488899975057,1.1355140186915889,0.17891963109354414,36047018501,"list(list(c(-73.976443, -73.975486, -73.973485, -73.97247, -73.972451, -73.971872, -73.972911, -73.973855, -73.975036, -73.975848, -73.975987, -73.976188, -73.976375, -73.976443, 40.696371, 40.696315, 40.696246, 40.696207, 40.696112, 40.69321, 40.693251, 40.693287, 40.693331, 40.693361, 40.694089, 40.695098, 40.696036, 40.696371)))",4461,1332,3129,2988,316,2138,14,493,6,21,141,3,185.01,185,01,3018501
"Census Tract 197, Kings County, New York",104318,3646,2261,1385,47984,436,366,381,0.459978143752756,0.11958310477235326,0.16187527642636002,0.27509025270758125,36047019700,"list(list(c(-73.970131, -73.969103, -73.968078, -73.967115, -73.966135, -73.965188, -73.96481, -73.964195, -73.962836, -73.962547, -73.963509, -73.96447, -73.965525, -73.96653, -73.967493, -73.968491, -73.96949, -73.969783, -73.970131, 40.689506, 40.689468, 40.689452, 40.689561, 40.689673, 40.689782, 40.688326, 40.688396, 40.688555, 40.687089, 40.686977, 40.686865, 40.686744, 40.686627, 40.686518, 40.686403, 40.686288, 40.687752, 40.689506)))",3585,312,3273,3019,1879,866,4,249,0,21,254,3,197,197,00,3019700
"Census Tract 82, Kings County, New York",47109,3622,836,2786,28659,618,459,439,0.608355091383812,0.1706239646604086,0.5490430622009569,0.1575735821966978,36047008200,"list(list(c(-74.010556, -74.010308, -74.009107, -74.008545, -74.00675, -74.00449, -74.005074, -74.005659, -74.006824, -74.00718, -74.008758, -74.009082, -74.009524, -74.010915, -74.010556, 40.651224, 40.651483, 40.652625, 40.6532, 40.652071, 40.650706, 40.650147, 40.649584, 40.648465, 40.648679, 40.649633, 40.649829, 40.650097, 40.650938, 40.651224)))",4008,2667,1341,1242,634,112,2,445,3,46,99,3,82,82,00,3008200
"Census Tract 122, Kings County, New York",49526,5144,1092,4052,12422,911,566,843,0.25081775229172554,0.17709953343701398,0.5183150183150184,0.20804540967423493,36047012200,"list(list(c(-74.02019, -74.019608, -74.019024, -74.018422, -74.016167, -74.013961, -74.014567, -74.015146, -74.016068, -74.016306, -74.016752, -74.018897, -74.019554, -74.021087, -74.02019, 40.639145, 40.639704, 40.640264, 40.640846, 40.639483, 40.638153, 40.637571, 40.637014, 40.636139, 40.635896, 40.63544, 40.636856, 40.637091, 40.638262, 40.639145)))",5521,2357,3164,3124,630,73,7,2394,1,19,40,3,122,122,00,3012200
"Census Tract 147, Kings County, New York",101100,2646,1370,1276,9676,336,306,270,0.09570722057368941,0.12698412698412698,0.22335766423357664,0.2115987460815047,36047014700,"list(list(c(-73.9918, -73.991217, -73.990635, -73.990052, -73.988924, -73.988769, -73.987296, -73.988428, -73.989013, -73.989593, -73.990188, -73.992383, -73.9918, 40.659458, 40.660019, 40.660579, 40.661139, 40.662283, 40.662432, 40.660442, 40.65925, 40.658691, 40.658134, 40.657601, 40.658899, 40.659458)))",2242,631,1611,1516,1287,77,1,122,1,28,95,3,147,147,00,3014700
"Census Tract 36, Kings County, New York",72642,3456,1419,2037,18302,394,230,351,0.25194790892321245,0.11400462962962964,0.16208597603946442,0.1723122238586156,36047003600,"list(list(c(-74.032874, -74.032593, -74.032317, -74.032037, -74.031826, -74.031547, -74.031268, -74.028658, -74.029134, -74.029357, -74.029633, -74.029913, -74.030191, -74.030473, -74.033155, -74.032874, 40.633429, 40.63411, 40.634791, 40.635475, 40.635993, 40.636673, 40.637357, 40.636546, 40.635373, 40.634837, 40.634153, 40.633474, 40.632791, 40.632099, 40.632735, 40.633429)))",3959,660,3299,3182,2404,104,1,653,0,20,117,3,36,36,00,3003600
"Census Tract 250, Kings County, New York",54034,1793,774,1019,7502,392,139,432,0.13883850908687123,0.21862799776910205,0.17958656330749354,0.4239450441609421,36047025000,"list(list(c(-73.997713, -73.997484, -73.997241, -73.997017, -73.996878, -73.996788, -73.994649, -73.994325, -73.99255, -73.99313, -73.994293, -73.99492, -73.995546, -73.996393, -73.996711, -73.998295, -73.997713, 40.62368, 40.62452, 40.625289, 40.626062, 40.62653, 40.626826, 40.625698, 40.625343, 40.624274, 40.623715, 40.622597, 40.621994, 40.621393, 40.620582, 40.620763, 40.621619, 40.62368)))",1748,275,1473,1461,264,9,0,1179,0,9,12,3,250,250,00,3025000
"Census Tract 256, Kings County, New York",57740,3166,1321,1845,25356,700,346,677,0.4391409767925182,0.22109917877447885,0.2619227857683573,0.36693766937669375,36047025600,"list(list(c(-73.989271, -73.988688, -73.988066, -73.98586, -73.983668, -73.981438, -73.981748, -73.98266, -73.983222, -73.98545, -73.987651, -73.989851, -73.989271, 40.61669, 40.617249, 40.617852, 40.616522, 40.615185, 40.613838, 40.613554, 40.612693, 40.612122, 40.61347, 40.6148, 40.61613, 40.61669)))",3366,373,2993,2927,958,33,0,1906,0,30,66,3,256,256,00,3025600
"Census Tract 259.02, Kings County, New York",17795,3650,209,3441,5934,638,324,575,0.3334644563079517,0.1747945205479452,1.5502392344497609,0.16710258645742518,36047025902,"list(list(c(-73.946797, -73.943949, -73.943526, -73.946366, -73.946638, -73.946797, 40.697903, 40.698222, 40.696031, 40.695704, 40.69718, 40.697903)))",3560,1707,1853,1765,52,1593,24,72,0,24,88,3,259.02,259,02,3025902
"Census Tract 263, Kings County, New York",60168,2047,535,1512,22138,308,217,287,0.3679364446217258,0.15046409379579873,0.405607476635514,0.18981481481481483,36047026300,"list(list(c(-73.948185, -73.945349, -73.942516, -73.942369, -73.942222, -73.942076, -73.944911, -73.947748, -73.947893, -73.948185, 40.690242, 40.690567, 40.690892, 40.69016, 40.689428, 40.688697, 40.68837, 40.688044, 40.688776, 40.690242)))",2088,389,1699,1610,454,1058,9,76,0,13,89,3,263,263,00,3026300
"Census Tract 317.01, Kings County, New York",78807,3671,1133,2538,15970,646,474,597,0.20264697298463336,0.17597384908744212,0.4183583406884378,0.23522458628841608,36047031701,"list(list(c(-73.952937, -73.952849, -73.952768, -73.950001, -73.94723, -73.947313, -73.947396, -73.94748, -73.950251, -73.953019, -73.952937, 40.673571, 40.674462, 40.675355, 40.675204, 40.675053, 40.674162, 40.673272, 40.67238, 40.67253, 40.672681, 40.673571)))",3999,349,3650,3386,1289,1804,14,238,0,41,264,3,317.01,317,01,3031701
"Census Tract 282, Kings County, New York",63238,3605,1626,1979,14565,468,398,476,0.23032037698851957,0.12981969486823855,0.24477244772447723,0.2405255179383527,36047028200,"list(list(c(-74.007195, -74.00514, -74.00263, -74.001846, -74.001098, -74.000324, -74.001545, -74.00283, -74.00445, -74.005554398829, -74.0057222910018, -74.0057794598694, -74.0079067611236, -74.007195, 40.599453, 40.601432, 40.603847, 40.603431, 40.603034, 40.60262, 40.601442, 40.600204, 40.598647, 40.5972512613609, 40.5973618352118, 40.5973994866504, 40.5988005280912, 40.599453)))",3282,349,2933,2782,1452,36,1,1274,0,19,151,3,282,282,00,3028200
"Census Tract 360.01, Kings County, New York",26540,3156,780,2376,6578,336,231,406,0.24785229841748305,0.10646387832699619,0.29615384615384616,0.17087542087542087,36047036001,"list(list(c(-73.968535, -73.967355, -73.967172, -73.96638, -73.965095, -73.963279, -73.963008, -73.962881, -73.964711, -73.966754, -73.967682, -73.968868, -73.968535, 40.576291, 40.576348, 40.576386, 40.576551, 40.576827, 40.577212, 40.575716, 40.574983, 40.574782, 40.574833, 40.574967, 40.575236, 40.576291)))",3387,116,3271,3128,2882,25,0,201,0,20,143,3,360.01,360,01,3036001
"Census Tract 370, Kings County, New York",62305,3995,2459,1536,29930,550,369,512,0.48037878179921356,0.1376720901126408,0.15006100040666936,0.3333333333333333,36047037000,"list(list(c(-73.96633, -73.96615, -73.965641, -73.965302, -73.965129, -73.962441, -73.961208, -73.96068, -73.960517, -73.96035, -73.960261, -73.962552, -73.963442, -73.966614, -73.96633, 40.585896, 40.586669, 40.588888, 40.590358, 40.591108, 40.591403, 40.591539, 40.591598, 40.589453, 40.587307, 40.585039, 40.584783, 40.584676, 40.584575, 40.585896)))",4750,507,4243,4164,2881,154,6,1080,2,41,79,3,370,370,00,3037000
"Census Tract 387, Kings County, New York",64395,3818,1877,1941,9240,748,669,380,0.14348940135103658,0.1959140911471975,0.3564198188598828,0.19577537351880475,36047038700,"list(list(c(-73.930907, -73.927985, -73.927507, -73.927071, -73.92645, -73.926316, -73.925365, -73.924392, -73.924127, -73.923979, -73.927254, -73.93018, -73.930325, -73.93047, -73.930616, -73.93076, -73.930907, 40.692228, 40.692563, 40.692604, 40.692346, 40.692002, 40.691929, 40.691367, 40.690831, 40.690005, 40.689275, 40.688901, 40.688565, 40.689298, 40.690031, 40.690762, 40.691495, 40.692228)))",4908,922,3986,3728,1012,2313,7,345,3,48,258,3,387,387,00,3038700
"Census Tract 339, Kings County, New York",58096,4389,1300,3089,26808,581,365,609,0.4614431286147067,0.13237639553429026,0.28076923076923077,0.1971511816121722,36047033900,"list(list(c(-73.947564, -73.94748, -73.94471, -73.941945, -73.939177, -73.936406, -73.93649, -73.936569, -73.939337, -73.942106, -73.944872, -73.947642, -73.947564, 40.671488, 40.67238, 40.672228, 40.672078, 40.671926, 40.671774, 40.670886, 40.670041, 40.670192, 40.670342, 40.670504, 40.670664, 40.671488)))",4676,454,4222,3957,1102,2586,4,181,1,83,265,3,339,339,00,3033900
