ct2010,fz20_100y,fz50_100y,fz50_500y,in_fz,fz_cat,objectid,geoid,state,county,tract,eacode,eaname,hcv_public,hcv_pct_re,hcv_publ_1,shape_leng,shape_area,geometry
3070600,1,1,1,1,2020_100y,61195,36047070600,36,047,070600,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.076334825430789,1.50392278275e-4,"list(list(c(-73.896347046, -73.896579743, -73.8958415989999, -73.894264221, -73.892313004, -73.8912162779999, -73.890859604, -73.8909587859999, -73.8939304359999, -73.894083023, -73.893499374, -73.8928985599999, -73.890693665, -73.890668869, -73.8896617889999, -73.889463424, -73.8899822229999, -73.8921642299999, -73.892368316, -73.894268036, -73.896669388, -73.8984260559999, -73.899820328, -73.900592804, -73.9009418479999, -73.900602341, -73.90051651, -73.9002246859999, -73.90139389, -73.90139389, 
-73.90205574, -73.903303146, -73.907461167, -73.9079093939999, -73.9078941349999, -73.9088439939999, -73.9090118409999, -73.909128432, -73.9102599999999, -73.9096919999999, -73.9089280009999, -73.907072, -73.9063409999999, -73.905627, -73.904915, -73.9042009999999, -73.903485, -73.902744, -73.901989, -73.900163, -73.900071871, -73.898170471, -73.896459579, -73.895748139, -73.895729065, -73.895383835, -73.896347046, 40.617876053, 40.6171398160001, 40.6145305630001, 40.613931656, 40.6138210300001, 
40.6134357450001, 40.6129665380001, 40.6122837070001, 40.6115322110001, 40.6113033290001, 40.6110477450001, 40.61123085, 40.612031937, 40.612405777, 40.611886978, 40.6114215850001, 40.6103801720001, 40.6092090600001, 40.6079349520001, 40.6064701080001, 40.6055965420001, 40.605298996, 40.60550499, 40.606313705, 40.6070499420001, 40.607522965, 40.6091594700001, 40.610052109, 40.611120224, 40.611719131, 40.6117572790001, 40.612676621, 40.61665535, 40.616876602, 40.617311478, 40.6173267360001, 40.616941452, 
40.616876721, 40.617779999, 40.618374999, 40.6188769990001, 40.617265, 40.617739999, 40.6182029990001, 40.618663999, 40.6191269990001, 40.619588999, 40.6200679990001, 40.6205630000001, 40.621676999, 40.62173986, 40.6218433380001, 40.621450424, 40.620264053, 40.619497299, 40.6192417140001, 40.617876053)), list(c(-73.902231216, -73.9019988919999, -73.902977371, -73.902618408, -73.9027042389999, -73.902231216, 40.610448838, 40.6088816660001, 40.611023564, 40.6110439300001, 40.6107120510001, 40.610448838
)))"
3072000,0,1,1,1,2050_100y,54580,36047072000,36,047,072000,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.020882409288599,1.6841353317e-5,"list(list(c(-73.917995, -73.919, -73.9199379999999, -73.920869, -73.921119, -73.922087, -73.923055, -73.923987999, -73.924298, -73.924005, -73.923128, -73.9222149999999, -73.921301, -73.920418, -73.919543, -73.918604, -73.918349999, -73.918242, -73.9181619999999, -73.917995, 40.626457999, 40.626364999, 40.6263069990001, 40.626250999, 40.6285859990001, 40.628527999, 40.6284669990001, 40.6284069980001, 40.628386, 40.628566999, 40.6291429990001, 40.6297299990001, 40.630323999, 40.6309039990001, 40.631470999, 
40.6320959990001, 40.629766999, 40.628769999, 40.628004999, 40.626457999)))"
3072200,0,1,1,1,2050_100y,54458,36047072200,36,047,072200,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.028399522825117,2.7374941818e-5,"list(list(c(-73.918604, -73.919543, -73.920418, -73.920621, -73.921366, -73.922335, -73.923304999, -73.924238999, -73.9252049999999, -73.9261759999999, -73.927106999, -73.9281139999999, -73.92912, -73.930054, -73.93027, -73.930312, -73.929836, -73.929362, -73.928364, -73.927358, -73.9264249989999, -73.9254559999999, -73.9244859999999, -73.923556, -73.922586999, -73.921618, -73.9206829999999, -73.9204119999999, -73.919809001, -73.918852, -73.918763, -73.918604, 40.6320959990001, 40.631470999, 40.6309039990001, 
40.6309719990001, 40.6309269990001, 40.630865999, 40.6308079990001, 40.630748999, 40.630688998, 40.6306279990001, 40.630570999, 40.630506, 40.6304459990001, 40.630388999, 40.6323129990001, 40.6327259990001, 40.632755999, 40.6327879990001, 40.632846999, 40.63291, 40.6329670000001, 40.633027999, 40.633089999, 40.6331459990001, 40.633208999, 40.633275999, 40.6333299990001, 40.633473999, 40.633864999, 40.6344829990001, 40.633636998, 40.6320959990001)))"
3072400,0,1,1,1,2050_100y,54459,36047072400,36,047,072400,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.022119554195302,2.0458159082e-5,"list(list(c(-73.922586999, -73.923556, -73.9244859999999, -73.9254559999999, -73.9264249989999, -73.927358, -73.928364, -73.929362, -73.929836, -73.930312, -73.931273, -73.9313519999999, -73.931530999, -73.930553001, -73.929625, -73.928612, -73.927448, -73.926675, -73.9257059999999, -73.9247379999999, -73.923803, -73.922832001, -73.922586999, 40.633208999, 40.6331459990001, 40.633089999, 40.633027999, 40.6329670000001, 40.63291, 40.632846999, 40.6327879990001, 40.632755999, 40.6327259990001, 40.632665999, 
40.6333809990001, 40.635005999, 40.6350629990001, 40.635120999, 40.635187, 40.635258999, 40.635305999, 40.635367, 40.6354279980001, 40.6354850000001, 40.635543, 40.633208999)))"
3072600,0,0,1,1,2050_500y,54460,36047072600,36,047,072600,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.022845807096463,2.9289721265e-5,"list(list(c(-73.930312, -73.93027, -73.930054, -73.931025, -73.9319829999999, -73.9323429999999, -73.9324549999999, -73.9329319999999, -73.933894999, -73.9348669999999, -73.9358, -73.936767, -73.9370059999999, -73.937013, -73.937036, -73.937078, -73.937266999, -73.936295999, -73.9353599999999, -73.9343949999999, -73.9334269999999, -73.9324999999999, -73.9322349999999, -73.931530999, -73.9313519999999, -73.931273, -73.930312, 40.6327259990001, 40.6323129990001, 40.630388999, 40.630328999, 40.6302689990001, 
40.6302469990001, 40.630239999, 40.630210999, 40.6301509990001, 40.6300909990001, 40.630031999, 40.6299729990001, 40.6322260000001, 40.632303999, 40.632508999, 40.6328979990001, 40.634650999, 40.6347089990001, 40.6347669990001, 40.634826999, 40.6348839990001, 40.6349469990001, 40.634962999, 40.635005999, 40.6333809990001, 40.632665999, 40.6327259990001)))"
3072800,0,1,1,1,2050_100y,54600,36047072800,36,047,072800,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.026033651798718,2.257018529e-5,"list(list(c(-73.920418, -73.921301, -73.9222149999999, -73.923128, -73.924005, -73.924298, -73.9249560009999, -73.9259269999999, -73.926858, -73.9278649999999, -73.928869, -73.929805, -73.9307719999999, -73.931743001, -73.9319829999999, -73.931025, -73.930054, -73.92912, -73.9281139999999, -73.927106999, -73.9261759999999, -73.9252049999999, -73.924238999, -73.923304999, -73.922335, -73.921366, -73.920621, -73.920418, 40.6309039990001, 40.630323999, 40.6297299990001, 40.6291429990001, 40.628566999, 
40.628386, 40.628348998, 40.6282879990001, 40.628227999, 40.628166999, 40.6281069990001, 40.628048999, 40.627986999, 40.6279299990001, 40.6302689990001, 40.630328999, 40.630388999, 40.6304459990001, 40.630506, 40.630570999, 40.6306279990001, 40.630688998, 40.630748999, 40.6308079990001, 40.630865999, 40.6309269990001, 40.6309719990001, 40.6309039990001)))"
3073000,0,0,1,1,2050_500y,54971,36047073000,36,047,073000,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.025141348238663,1.9691979419e-5,"list(list(c(-73.9249179999999, -73.925826, -73.926709, -73.9276599999999, -73.9283159999999, -73.928605999, -73.929482, -73.930393, -73.9313069999999, -73.932195, -73.9331, -73.933122, -73.9331539999999, -73.9334210009999, -73.933360001, -73.933344001, -73.9331290009999, -73.932899, -73.932425, -73.9314939989999, -73.931743001, -73.9307719999999, -73.929805, -73.928869, -73.9278649999999, -73.926858, -73.9259269999999, -73.9249560009999, -73.924298, -73.9249179999999, 40.627983999, 40.6273919990001, 
40.6268210000001, 40.6262109990001, 40.6257849990001, 40.6256049990001, 40.625032, 40.6244419990001, 40.6238499990001, 40.6232689990001, 40.622693999, 40.6228219990001, 40.6232019990001, 40.6254679990001, 40.625594999, 40.6256289990001, 40.6255209980001, 40.6255009980001, 40.625533999, 40.625593999, 40.6279299990001, 40.627986999, 40.628048999, 40.6281069990001, 40.628166999, 40.628227999, 40.6282879990001, 40.628348998, 40.628386, 40.627983999)))"
3073200,0,0,1,1,2050_500y,54461,36047073200,36,047,073200,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.017022309404912,1.7033442467e-5,"list(list(c(-73.931743001, -73.9314939989999, -73.932425, -73.932899, -73.9331290009999, -73.933344001, -73.933360001, -73.9334210009999, -73.9334489999999, -73.933732, -73.9344149999999, -73.935349, -73.935549, -73.9358, -73.9348669999999, -73.933894999, -73.9329319999999, -73.9324549999999, -73.9323429999999, -73.9319829999999, -73.931743001, 40.6279299990001, 40.625593999, 40.625533999, 40.6255009980001, 40.6255209980001, 40.6256289990001, 40.625594999, 40.6254679990001, 40.6257039990001, 40.625928, 
40.625891999, 40.6258349990001, 40.627691999, 40.630031999, 40.6300909990001, 40.6301509990001, 40.630210999, 40.630239999, 40.6302469990001, 40.6302689990001, 40.6279299990001)))"
3073400,0,0,1,1,2050_500y,62551,36047073400,36,047,073400,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.016067640448422,1.6083112117e-5,"list(list(c(-73.935349, -73.936318, -73.937288, -73.938220999, -73.938513999, -73.939157, -73.939356, -73.939604999, -73.9386729999999, -73.937737999, -73.936767, -73.9358, -73.935549, -73.935349, 40.6258349990001, 40.625774999, 40.625714999, 40.625656, 40.625638999, 40.625599998, 40.6274579990001, 40.6297949990001, 40.629852999, 40.6299129990001, 40.6299729990001, 40.630031999, 40.627691999, 40.6258349990001)))"
3073600,0,0,1,1,2050_500y,62553,36047073600,36,047,073600,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",13,1.60000002,1.60000002,0.01866509940027,1.8946534791e-5,"list(list(c(-73.9334210009999, -73.9331539999999, -73.933122, -73.9331, -73.9337599999999, -73.934007, -73.934543, -73.93538, -73.9361279999999, -73.936637, -73.937225999, -73.937984, -73.9385779999999, -73.939557, -73.9397089999999, -73.939861999, -73.939968, -73.939157, -73.938513999, -73.938220999, -73.937288, -73.936318, -73.935349, -73.9344149999999, -73.933732, -73.9334489999999, -73.9334210009999, 40.6254679990001, 40.6232019990001, 40.6228219990001, 40.622693999, 40.6222749990001, 40.6221139990001, 
40.6217579990001, 40.6212159990001, 40.6219219990001, 40.622400999, 40.6229579990001, 40.6236779990001, 40.624227999, 40.6251579990001, 40.625301999, 40.6254449990001, 40.6255459990001, 40.625599998, 40.625638999, 40.625656, 40.625714999, 40.625774999, 40.6258349990001, 40.625891999, 40.625928, 40.6257039990001, 40.6254679990001)))"
3073800,0,0,1,1,2050_500y,67687,36047073800,36,047,073800,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",37,5.63999987,5.63999987,0.018371176737287,1.9218573919e-5,"list(list(c(-73.93538, -73.9361489999999, -73.936336, -73.9370069999999, -73.937962001, -73.938888, -73.939815, -73.940805, -73.9408510009999, -73.941229, -73.941681, -73.9407199999999, -73.939803, -73.939557, -73.9385779999999, -73.937984, -73.937225999, -73.936637, -73.9361279999999, -73.93538, 40.6212159990001, 40.6207179990001, 40.6206109990001, 40.6205410000001, 40.620436999, 40.6203359990001, 40.6202329990001, 40.620124999, 40.6204579990001, 40.622516999, 40.6249069990001, 40.625014999, 40.625126999, 
40.6251579990001, 40.624227999, 40.6236779990001, 40.6229579990001, 40.622400999, 40.6219219990001, 40.6212159990001)))"
3074000,0,0,1,1,2050_500y,62554,36047074000,36,047,074000,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",14,1.89999998,1.89999998,0.017340416731983,1.7283824553e-5,"list(list(c(-73.939157, -73.939968, -73.939861999, -73.9397089999999, -73.939557, -73.939803, -73.9407199999999, -73.941681, -73.942645, -73.943093001, -73.943330999, -73.943409, -73.942473999, -73.9415089999999, -73.9405380009999, -73.939604999, -73.939356, -73.939157, 40.625599998, 40.6255459990001, 40.6254449990001, 40.625301999, 40.6251579990001, 40.625126999, 40.625014999, 40.6249069990001, 40.6247999980001, 40.6271899990001, 40.628730999, 40.629559999, 40.6296179990001, 40.6296779990001, 40.629734999, 
40.6297949990001, 40.6274579990001, 40.625599998)))"
3074200,0,0,0,0,NA,54972,36047074200,36,047,074200,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",13,2.73000002,2.73000002,0.017427444096509,1.8554520134e-5,"list(list(c(-73.942645, -73.943570999, -73.944496, -73.9454249999999, -73.946422, -73.946875, -73.947327, -73.9463269999999, -73.9454009999999, -73.944468, -73.944155, -73.943409, -73.943330999, -73.943093001, -73.942645, 40.6247999980001, 40.6246990000001, 40.6245979990001, 40.624495999, 40.624384999, 40.6267739990001, 40.6291659990001, 40.6292769990001, 40.629377999, 40.6294799990001, 40.6295079990001, 40.629559999, 40.628730999, 40.6271899990001, 40.6247999980001)))"
3074400,0,0,0,0,NA,62555,36047074400,36,047,074400,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.017411622835081,1.8100717013e-5,"list(list(c(-73.940805, -73.940885, -73.9409749989999, -73.941024, -73.941174, -73.941291, -73.941426, -73.94157, -73.941727, -73.942664, -73.943591, -73.9445180009999, -73.94497, -73.9454249999999, -73.944496, -73.943570999, -73.942645, -73.941681, -73.941229, -73.9408510009999, -73.940805, 40.620124999, 40.6202469990001, 40.6203219990001, 40.620330999, 40.620327, 40.6203009990001, 40.6202290000001, 40.620085999, 40.6200229990001, 40.6199179990001, 40.619815999, 40.6197139990001, 40.622104999, 40.624495999, 
40.6245979990001, 40.6246990000001, 40.6247999980001, 40.6249069990001, 40.622516999, 40.6204579990001, 40.620124999)))"
3074600,0,0,0,0,NA,62556,36047074600,36,047,074600,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.02569349005842,2.1501305541e-5,"list(list(c(-73.9368669999999, -73.936992, -73.937576001, -73.9378139999999, -73.9382879999999, -73.9386469999999, -73.939002, -73.939493, -73.939716, -73.940369999, -73.9404529999999, -73.9407899999999, -73.9412819999999, -73.942212, -73.943145, -73.9434699999999, -73.943958, -73.944061, -73.944675999, -73.944827001, -73.945737, -73.945828999, -73.946067, -73.946514, -73.945515999, -73.9445180009999, -73.943591, -73.942664, -73.941727, -73.94157, -73.941426, -73.941291, -73.941174, -73.941024, -73.9409749989999, 
-73.940885, -73.940805, -73.939815, -73.938888, -73.937962001, -73.9370069999999, -73.936336, -73.9368669999999, 40.620253, 40.6201789990001, 40.6197959990001, 40.619651999, 40.6193289990001, 40.6190969990001, 40.618866999, 40.618549999, 40.6184059980001, 40.6179920000001, 40.6179289990001, 40.617696999, 40.617629999, 40.6175259990001, 40.617425999, 40.6173850000001, 40.616815999, 40.6167179990001, 40.616164999, 40.6160459990001, 40.6153629990001, 40.615847998, 40.6171039990001, 40.619494, 40.619605999, 
40.6197139990001, 40.619815999, 40.6199179990001, 40.6200229990001, 40.620085999, 40.6202290000001, 40.6203009990001, 40.620327, 40.620330999, 40.6203219990001, 40.6202469990001, 40.620124999, 40.6202329990001, 40.6203359990001, 40.620436999, 40.6205410000001, 40.6206109990001, 40.620253)))"
3074800,0,0,0,0,NA,62557,36047074800,36,047,074800,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.0174796070819,1.8789476868e-5,"list(list(c(-73.9445180009999, -73.945515999, -73.946514, -73.947443001, -73.948369, -73.94882, -73.9492739999999, -73.948346, -73.94742, -73.946422, -73.9454249999999, -73.94497, -73.9445180009999, 40.6197139990001, 40.619605999, 40.619494, 40.6193930000001, 40.619290999, 40.621681999, 40.6240719990001, 40.624173999, 40.6242759990001, 40.624384999, 40.624495999, 40.622104999, 40.6197139990001)))"
3075000,0,0,0,0,NA,53172,36047075000,36,047,075000,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",27,5.13000011,5.13000011,0.01733410230255,1.8457877927000002e-05,"list(list(c(-73.946422, -73.94742, -73.948346, -73.9492739999999, -73.9502019999999, -73.950661, -73.951106, -73.9501769999999, -73.9492519999999, -73.948324, -73.947327, -73.946875, -73.946422, 40.624384999, 40.6242759990001, 40.624173999, 40.6240719990001, 40.6239709990001, 40.626360999, 40.628749999, 40.6288520000001, 40.628954999, 40.6290569990001, 40.6291659990001, 40.6267739990001, 40.624384999)))"
3075200,0,0,0,0,NA,62020,36047075200,36,047,075200,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.017334545222664,1.8433828945e-5,"list(list(c(-73.9502019999999, -73.9511649999999, -73.952126, -73.953052, -73.9539829999999, -73.954435, -73.9548849999999, -73.9539599999999, -73.953031, -73.9520689999999, -73.951106, -73.950661, -73.9502019999999, 40.6239709990001, 40.623864999, 40.6237589990001, 40.623657999, 40.6235549990001, 40.6259449990001, 40.6283359990001, 40.6284399990001, 40.62854, 40.6286459990001, 40.628749999, 40.626360999, 40.6239709990001)))"
3075400,0,0,0,0,NA,62717,36047075400,36,047,075400,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.017336037065192,1.8460377982e-5,"list(list(c(-73.948369, -73.9492960009999, -73.950256, -73.951221, -73.952148, -73.9526049999999, -73.953052, -73.952126, -73.9511649999999, -73.9502019999999, -73.9492739999999, -73.94882, -73.948369, 40.619290999, 40.6191879990001, 40.619083, 40.618977999, 40.6188749990001, 40.621267, 40.623657999, 40.6237589990001, 40.623864999, 40.6239709990001, 40.6240719990001, 40.621681999, 40.619290999)))"
3075600,0,0,0,0,NA,62552,36047075600,36,047,075600,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.017042177197355,1.8468768784e-5,"list(list(c(-73.945737, -73.946383, -73.9465739999999, -73.947458, -73.948345, -73.949306, -73.949812, -73.950256, -73.9492960009999, -73.948369, -73.947443001, -73.946514, -73.946067, -73.945828999, -73.945737, 40.6153629990001, 40.6149189990001, 40.614788999, 40.6141989990001, 40.614135999, 40.6140309990001, 40.6166919990001, 40.619083, 40.6191879990001, 40.619290999, 40.6193930000001, 40.619494, 40.6171039990001, 40.615847998, 40.6153629990001)))"
3075800,0,0,0,0,NA,62558,36047075800,36,047,075800,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",42,17.13999939,17.13999939,0.019892885922828,2.1843136368e-5,"list(list(c(-73.949306, -73.9502649999999, -73.951195, -73.95212, -73.953046, -73.9534849999999, -73.9535529999999, -73.954190001, -73.954586999, -73.954729, -73.9550369999999, -73.9540029999999, -73.9530779999999, -73.952148, -73.951221, -73.950256, -73.949812, -73.949306, 40.6140309990001, 40.6139239990001, 40.613822999, 40.6137210000001, 40.613619999, 40.6158839990001, 40.616280999, 40.616211999, 40.6161689990001, 40.616881999, 40.6185579990001, 40.6186720000001, 40.618774999, 40.6188749990001, 
40.618977999, 40.619083, 40.6166919990001, 40.6140309990001)))"
3076000,0,0,0,0,NA,62559,36047076000,36,047,076000,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",88,12.09000015,12.09000015,0.019863070308161,1.9325023972e-5,"list(list(c(-73.952148, -73.9530779999999, -73.9540029999999, -73.9550369999999, -73.9554909999999, -73.956689, -73.9576319999999, -73.958088, -73.957143, -73.9559409999999, -73.954908, -73.9539829999999, -73.953052, -73.9526049999999, -73.952148, 40.6188749990001, 40.618774999, 40.6186720000001, 40.6185579990001, 40.6209499990001, 40.6208179990001, 40.620713999, 40.6231049990001, 40.623207999, 40.6233399990001, 40.623453999, 40.6235549990001, 40.623657999, 40.621267, 40.6188749990001)))"
3076200,0,0,0,0,NA,62560,36047076200,36,047,076200,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",93,7.4000001,7.4000001,0.017994846950835,2.0013859878e-5,"list(list(c(-73.9539829999999, -73.954908, -73.9559409999999, -73.957143, -73.958088, -73.958538, -73.958993999, -73.9580530009999, -73.956847, -73.955812, -73.9548849999999, -73.954435, -73.9539829999999, 40.6235549990001, 40.623453999, 40.6233399990001, 40.623207999, 40.6231049990001, 40.6254939990001, 40.6278859990001, 40.6279719990001, 40.628119999, 40.628233999, 40.6283359990001, 40.6259449990001, 40.6235549990001)))"
3076400,0,0,0,0,NA,61191,36047076400,36,047,076400,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",23,2.11999989,2.11999989,0.02034902327471,1.719992778e-5,"list(list(c(-73.958198, -73.957753, -73.957299, -73.957124, -73.956847, -73.9580530009999, -73.958993999, -73.959268, -73.959445, -73.959898, -73.960409001, -73.959977, -73.959525, -73.9584, -73.958198, 40.6352890000001, 40.6329029990001, 40.6305120000001, 40.629585999, 40.628119999, 40.6279719990001, 40.6278859990001, 40.629353999, 40.630276999, 40.632667999, 40.6353599990001, 40.635567999, 40.6357859990001, 40.6363269990001, 40.6352890000001)))"
3076600,0,0,0,0,NA,62561,36047076600,36,047,076600,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",11,1.90999997,1.90999997,0.013278670757359,8.790026098e-6,"list(list(c(-73.957299, -73.957753, -73.958198, -73.957168, -73.956241, -73.955791, -73.955473001, -73.955526, -73.955673001, -73.9558299989999, -73.955974, -73.9561199999999, -73.956239, -73.9563649999999, -73.956431, -73.956519, -73.956575, -73.956609999, -73.956622, -73.9566159999999, -73.957299, 40.6305120000001, 40.6329029990001, 40.6352890000001, 40.6354049990001, 40.6355089990001, 40.633117999, 40.631430999, 40.631429998, 40.6314209990001, 40.6313969990001, 40.631361999, 40.631310999, 40.6312579990001, 
40.631185999, 40.6311239990001, 40.6310119990001, 40.6309039990001, 40.6307919990001, 40.6306949990001, 40.630590999, 40.6305120000001)))"
3076800,0,0,0,0,NA,57821,36047076800,36,047,076800,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",40,4.86999989,4.86999989,0.0279454084584,3.2284249598e-5,"list(list(c(-73.9576319999999, -73.958597001, -73.958401, -73.95831, -73.958179, -73.9581469999999, -73.959106999, -73.9589769999999, -73.958655, -73.959080001, -73.959203999, -73.959583, -73.9605109999999, -73.9614359999999, -73.962364, -73.963360999, -73.963564, -73.963622, -73.9637539999999, -73.963811, -73.9638889989999, -73.964196999, -73.9642679999999, -73.963747, -73.9637270009999, -73.963268, -73.962339, -73.961415, -73.9604860009999, -73.9609399989999, -73.960529, -73.960405, -73.96001, 
-73.9590459999999, -73.958088, -73.9576319999999, 40.620713999, 40.6206079990001, 40.619583999, 40.6191049990001, 40.6184079990001, 40.618216999, 40.6181129990001, 40.6174089990001, 40.6157209990001, 40.6156749990001, 40.6156609990001, 40.615619999, 40.6155179990001, 40.615414, 40.6153139990001, 40.615203998, 40.6162389990001, 40.6165899980001, 40.6173019990001, 40.6175889990001, 40.6179999990001, 40.619609999, 40.6199839980001, 40.620040999, 40.6200439990001, 40.6200949990001, 40.6201960000001, 
40.6202979990001, 40.620399999, 40.6227909990001, 40.6228369990001, 40.622850998, 40.622894999, 40.623, 40.6231049990001, 40.620713999)))"
3077000,0,0,0,0,NA,62562,36047077000,36,047,077000,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",NA,NA,NA,0.023144259004353,1.7381484009e-5,"list(list(c(-73.9535999999999, -73.9527899999999, -73.951972, -73.9511009999999, -73.950908, -73.949778001, -73.9494490009999, -73.950228, -73.950835001, -73.951059, -73.95201, -73.952462, -73.953423, -73.9543879989999, -73.955315, -73.956241, -73.957168, -73.958198, -73.9584, -73.957433, -73.9565660009999, -73.9556959989999, -73.9548310009999, -73.9539359999999, -73.953743001, -73.9535999999999, 40.6384219990001, 40.6376500000001, 40.636900999, 40.6360729990001, 40.6358910000001, 40.6348139990001, 
40.634507999, 40.6340259990001, 40.633659999, 40.633634999, 40.6335310000001, 40.6359219990001, 40.6358169980001, 40.635710999, 40.6356089990001, 40.6355089990001, 40.6354049990001, 40.6352890000001, 40.6363269990001, 40.6367929990001, 40.6372059990001, 40.637624999, 40.6380409990001, 40.638473999, 40.638566, 40.6384219990001)))"
3077200,0,0,0,0,NA,62792,36047077200,36,047,077200,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",57,7.1999998099999996,7.1999998099999996,0.033108821701772,4.3038117354e-5,"list(list(c(-73.951059, -73.951, -73.950837999, -73.9495929999999, -73.9487609999999, -73.948275001, -73.948191, -73.948131, -73.9480629999999, -73.948033, -73.9475429989999, -73.947458, -73.9485979999999, -73.9504479989999, -73.950414, -73.9501769999999, -73.951106, -73.9520689999999, -73.953031, -73.9539599999999, -73.9548849999999, -73.955812, -73.956847, -73.957124, -73.957299, -73.9566159999999, -73.956622, -73.956609999, -73.956575, -73.956519, -73.956431, -73.9563649999999, -73.956239, -73.9561199999999, 
-73.955974, -73.9558299989999, -73.955673001, -73.955526, -73.955473001, -73.955791, -73.956241, -73.955315, -73.9543879989999, -73.953423, -73.952462, -73.95201, -73.951059, 40.633634999, 40.633203999, 40.632353999, 40.632490999, 40.6320209990001, 40.6317359990001, 40.6316879990001, 40.6316430000001, 40.6315699990001, 40.631527998, 40.6315809990001, 40.63059, 40.630464999, 40.630259999, 40.630075999, 40.6288520000001, 40.628749999, 40.6286459990001, 40.62854, 40.6284399990001, 40.6283359990001, 
40.628233999, 40.628119999, 40.629585999, 40.6305120000001, 40.630590999, 40.6306949990001, 40.6307919990001, 40.6309039990001, 40.6310119990001, 40.6311239990001, 40.631185999, 40.6312579990001, 40.631310999, 40.631361999, 40.6313969990001, 40.6314209990001, 40.631429998, 40.631430999, 40.633117999, 40.6355089990001, 40.6356089990001, 40.635710999, 40.6358169980001, 40.6359219990001, 40.6335310000001, 40.633634999)))"
3077400,0,0,0,0,NA,62793,36047077400,36,047,077400,118,"New York-Newark-Bridgeport, NY-NJ-CT-PA",12,1.23000002,1.23000002,0.025514861913088,1.5728297461e-5,"list(list(c(-73.946479, -73.9463279999999, -73.945511, -73.944808, -73.94454, -73.944155, -73.944468, -73.9454009999999, -73.9463269999999, -73.947327, -73.948324, -73.9492519999999, -73.9501769999999, -73.950414, -73.9504479989999, -73.9485979999999, -73.947458, -73.9475429989999, -73.948033, -73.9480629999999, -73.948131, -73.948191, -73.948275001, -73.9487609999999, -73.9495929999999, -73.950837999, -73.951, -73.951059, -73.950835001, -73.950228, -73.9494490009999, -73.948819, -73.9476989999999, 
-73.946827, -73.946561001, -73.946479, 40.6317079990001, 40.631565999, 40.6307919990001, 40.630126999, 40.629866, 40.6295079990001, 40.6294799990001, 40.629377999, 40.6292769990001, 40.6291659990001, 40.6290569990001, 40.628954999, 40.6288520000001, 40.630075999, 40.630259999, 40.630464999, 40.63059, 40.6315809990001, 40.631527998, 40.6315699990001, 40.6316430000001, 40.6316879990001, 40.6317359990001, 40.6320209990001, 40.632490999, 40.632353999, 40.633203999, 40.633634999, 40.633659999, 40.6340259990001, 
40.634507999, 40.633902, 40.6328849990001, 40.632033999, 40.631784999, 40.6317079990001)))"
