name,poptot,pwhit,pblck,phisp,pasin,poth,prent,pownr,mhhinc,fz_cat,fzr20_100y,fzr50_100y,bct2020,tract,key
"Census Tract 365.02, Bronx County, New York",2449,0.021233156390363415,0.2743977133523887,0.6627194773376889,0.00898325847284606,0.03266639444671282,0.9393173198482933,0.0606826801517067,28333,Not in flood zone,0,0,2036502,036502,005036502
"Census Tract 162, Bronx County, New York",1908,0.3710691823899371,0.050314465408805034,0.47955974842767296,0.059748427672955975,0.03930817610062898,0.5339805825242718,0.46601941747572817,83250,Not in flood zone,0,0,2016200,016200,005016200
"Census Tract 233.01, Bronx County, New York",4577,0.017041730391085863,0.28621367708105744,0.657199038671619,0.007865414026655014,0.03168013982958273,0.9452164617851416,0.05478353821485837,31446,Not in flood zone,0,0,2023301,023301,005023301
"Census Tract 286, Bronx County, New York",1395,0.4437275985663082,0.047311827956989246,0.31899641577060933,0.14767025089605734,0.042293906810035864,0.4351949420442571,0.5648050579557429,79141,Not in flood zone,0,0,2028600,028600,005028600
"Census Tract 448, Bronx County, New York",2007,0.014947683109118086,0.7877428998505231,0.13353263577478824,0.017438963627304436,0.046337817638266054,0.24516441005802708,0.754835589941973,101406,Not in flood zone,0,0,2044800,044800,005044800
"Census Tract 408, Bronx County, New York",4475,0.024581005586592177,0.46435754189944134,0.4315083798882682,0.03709497206703911,0.04245810055865917,0.7459033836986593,0.2540966163013407,32917,Not in flood zone,0,0,2040800,040800,005040800
"Census Tract 223, Bronx County, New York",5063,0.014615840410823623,0.15247876752913292,0.8005135295279479,0.006715386134702746,0.02567647639739279,1,0,27232,Not in flood zone,0,0,2022300,022300,005022300
"Census Tract 27.01, Bronx County, New York",3080,0.011363636363636364,0.2922077922077922,0.6698051948051948,0.00909090909090909,0.01753246753246751,0.9958832335329342,0.004116766467065869,17907,Not in flood zone,0,0,2002701,002701,005002701
"Census Tract 237.02, Bronx County, New York",1179,0.022900763358778626,0.179813401187447,0.7633587786259542,0.01441899915182358,0.019508057675996615,0.9917293233082707,0.008270676691729323,46346,Not in flood zone,0,0,2023702,023702,005023702
"Census Tract 153, Bronx County, New York",4258,0.016909347111319868,0.45068107092531706,0.4877876937529356,0.018083607327383747,0.026538280883043663,0.8522408963585434,0.14775910364145659,32566,Not in flood zone,0,0,2015300,015300,005015300
"Census Tract 38, Kings County, New York",1529,0.6893394375408763,0.010464355788096796,0.1079136690647482,0.1327665140614781,0.05951602354480057,0.29812734082397,0.7018726591760299,82454,Not in flood zone,0,0,3003800,003800,047003800
"Census Tract 41, Kings County, New York",3398,0.6427310182460271,0.08534432018834609,0.11389052383755151,0.09358446144791054,0.06444967628016474,0.5865355056870581,0.4134644943129419,192500,Not in flood zone,0,0,3004100,004100,047004100
"Census Tract 52.02, Kings County, New York",2668,0.775112443778111,0.01424287856071964,0.09895052473763119,0.07383808095952024,0.03785607196401797,0.39951961569255406,0.600480384307446,93750,Not in flood zone,0,0,3005202,005202,047005202
"Census Tract 162, Kings County, New York",2218,0.5843101893597836,0.058611361587015326,0.16816952209197475,0.1375112714156898,0.051397655545536436,0.5830618892508144,0.4169381107491857,75337,Not in flood zone,0,0,3016200,016200,047016200
"Census Tract 199, Kings County, New York",3978,0.4620412267471091,0.26118652589240826,0.11865258924082453,0.08773252890899949,0.07038712921065848,0.6714132186996239,0.32858678130037616,118051,Not in flood zone,0,0,3019900,019900,047019900
"Census Tract 219, Kings County, New York",4225,0.3772781065088757,0.386508875739645,0.09349112426035502,0.06958579881656805,0.07313609467455628,0.7393351800554017,0.26066481994459834,89402,Not in flood zone,0,0,3021900,021900,047021900
"Census Tract 178, Kings County, New York",2959,0.32646164244677256,0.015207840486650895,0.18418384589388306,0.4515038864481244,0.022642784724569154,0.6507546507546508,0.3492453492453492,75464,Not in flood zone,0,0,3017800,017800,047017800
"Census Tract 179, Kings County, New York",3895,0.24492939666238767,0.4667522464698331,0.1514762516046213,0.07471116816431322,0.06213093709884465,0.4891518737672584,0.5108481262327417,90769,Not in flood zone,0,0,3017900,017900,047017900
"Census Tract 185.01, Kings County, New York",4461,0.0708361353956512,0.47926473884779197,0.29858776059179554,0.11051333781663304,0.04079802734812821,0.9466201047642804,0.05337989523571963,36042,Not in flood zone,0,0,3018501,018501,047018501
"Census Tract 197, Kings County, New York",3585,0.5241283124128312,0.2415620641562064,0.08702928870292886,0.0694560669456067,0.0778242677824269,0.37986834887548,0.6201316511245201,104318,Not in flood zone,0,0,3019700,019700,047019700
"Census Tract 82, Kings County, New York",4008,0.15818363273453093,0.027944111776447105,0.6654191616766467,0.11102794411177645,0.03742514970059885,0.7691882937603534,0.2308117062396466,47109,Not in flood zone,0,0,3008200,008200,047008200
"Census Tract 122, Kings County, New York",5521,0.11410976272414418,0.013222242347400832,0.42691541387429816,0.4336170983517479,0.01213548270240894,0.7877138413685848,0.21228615863141523,49526,Not in flood zone,0,0,3012200,012200,047012200
"Census Tract 147, Kings County, New York",2242,0.5740410347903657,0.034344335414808205,0.2814451382694023,0.054415700267618196,0.05575379125780555,0.48223733938019653,0.5177626606198035,101100,Not in flood zone,0,0,3014700,014700,047014700
"Census Tract 36, Kings County, New York",3959,0.607224046476383,0.026269259914119727,0.16670876483960595,0.1649406415761556,0.03485728719373571,0.5894097222222222,0.4105902777777778,72642,Not in flood zone,0,0,3003600,003600,047003600
"Census Tract 250, Kings County, New York",1748,0.15102974828375287,0.005148741418764302,0.15732265446224256,0.6744851258581236,0.012013729977116694,0.5683212493028444,0.4316787506971556,54034,Not in flood zone,0,0,3025000,025000,047025000
"Census Tract 256, Kings County, New York",3366,0.2846108140225787,0.00980392156862745,0.11081402257872847,0.5662507427213309,0.028520499108734443,0.5827542640555906,0.41724573594440933,57740,Not in flood zone,0,0,3025600,025600,047025600
